SUBJECT_CUI,OBJECT_CUI
C1609686,C0026946
C0041086,C0282488
C2607750,C0406317
C1872203,C0038157
C0054222,C2267227
C0770560,C0034069
C0813622,C0023786
C1869620,C0272293
C0907402,C0012634
C2717174,C1112486
C0030956,C0034362
C1609931,C0553662
C0016360,C0678222
C0526371,C0011860
C0008803,C0005587
C0040160,C1263758
C0025624,C0019212
C0006644,C0349464
C0072973,C3203356
C3177235,C0016665
C0175022,C0278140
C0971579,C1561828
C0053336,C0686510
C0354566,C0030759
C0056077,C0349774
C0073393,C0027726
C0032143,C0003175
C0011015,C0158266
C0016225,C0006444
C4519537,C0027831
C0073917,C1274355
C0302210,C0520767
C0005013,C0393772
C0037567,C0342907
C1367202,C0002871
C0168273,C0275794
C0020223,C0270458
C0068980,C0730274
C0753287,C1561643
C0073992,C0700345
C0028833,C0023860
C1718383,C0008526
C0064870,C0014550
C0025625,C0520676
C0054234,C0238284
C0939237,C0406326
C0287983,C2936328
C0003166,C0263338
C0010934,C0035597
C0244821,C0948265
C0012022,C1960398
C0034392,C0042571
C0011479,C0009766
C0040125,C0030759
C0069610,C0025202
C4519317,C0086445
C0025241,C0025295
C0528023,C0017418
C0110462,C0001403
C0291140,C1704231
C0040263,C1621958
C0059862,C0600260
C0003289,C0042487
C1742789,C0271561
C0032910,C0036205
C0666079,C0153685
C0593802,C3163805
C2930764,C0022951
C0016368,C0520777
C4301624,C0019693
C0040778,C0393735
C0003442,C2267227
C0286819,C0872054
C4519232,C0151723
C0657912,C0009377
C0041030,C0013384
C0524095,C0020550
C0005308,C0006849
C0072768,C0151467
C2744440,C1960639
C0005382,C0085681
C4519317,C3839346
C0069833,C1565489
C2699758,C0033777
C0286402,C0153027
C0073992,C0155919
C0068992,C0152967
C4079208,C2585890
C0075783,C0085695
C0055900,C0041648
C0033487,C0184567
C0031448,C0015503
C0301527,C1704272
C0012050,C0271084
C0907410,C0026948
C0066412,C0240066
C0005038,C0702166
C0163557,C0041327
C0006979,C0729587
C0031444,C0238111
C2699709,C1260710
C0053105,C0600142
C1456821,C0014518
C1098510,C0004626
C0066928,C0154841
C0007080,C0085580
C3273827,C0011881
C0070455,C0276026
C3652699,C0267167
C0028040,C0032749
C0056732,C3661921
C0033497,C0020649
C0937932,C0018621
C0064585,C0030809
C0007735,C0023473
C0030092,C0566602
C0028902,C0035078
C0051510,C0033578
C0037663,C0079487
C0016327,C0398686
C0216660,C0036323
C0010582,C2711256
C1723401,C0041327
C0039644,C0878773
C0005632,C0578870
C4078806,C0582415
C0717537,C0278139
C0018513,C0149966
C0000981,C0588233
C3264621,C0017574
C4683810,C0004945
C0040373,C0008370
C0022059,C0002994
C0006834,C4721209
C3530172,C0520777
C0003442,C0238067
C0123931,C0741292
C0073917,C0520767
C1130428,C0003950
C0002645,C0009377
C0072865,C0155866
C3537192,C0027022
C0001962,C0162568
C1703334,C0035344
C0019593,C0151686
C0008241,C0005283
C1579373,C0412842
C0006979,C0042580
C0016374,C0398686
C0242889,C0002170
C4505936,C0010930
C0128513,C0013404
C0525079,C0038463
C1134659,C0851578
C0005099,C0020459
C0012086,C0393764
C0108342,C1868889
C0020404,C0011882
C0939241,C0002453
C3661315,C0003962
C0006684,C0011269
C0042971,C0520909
C0016374,C0028840
C0246719,C2711653
C0006466,C1290159
C0302609,C0206247
C0389169,C0024305
C0055896,C0013537
C0007257,C0037199
C0015506,C0004623
C0032910,C0035204
C0303029,C1861172
C0058344,C0023465
C4078806,C0018081
C0048306,C0242350
C0642228,C0149721
C3818700,C0037383
C4279743,C0751434
C0013232,C0020676
C0054201,C0011854
C0031444,C0151723
C0025598,C0002438
C0080356,C0233485
C0286185,C0162836
C2986924,C0032749
C0028040,C0572583
C1876200,C0740394
C0016368,C0005138
C0027368,C0339143
C0085251,C0679225
C0291140,C0031090
C4688747,C0023524
C0052946,C0153027
C0025575,C0001263
C0546859,C0039503
C0379149,C0600177
C0072973,C0006840
C0076080,C0013295
C0167117,C0581392
C0030073,C0042842
C0262960,C0011880
C0030576,C0741292
C0075432,C0014173
C0033607,C0032308
C4080009,C0275959
C0011812,C0035439
C0040615,C0729586
C0014938,C0002888
C1955474,C0013882
C0937916,C0242383
C4723629,C0392618
C1695579,C0917799
C4550124,C0030201
C0069776,C0021400
C0287721,C0178416
C0965618,C1998329
C1276807,C0023290
C0244821,C0340354
C0391001,C0342543
C0065832,C0027609
C0025506,C0268124
C0034665,C0162836
C3896714,C0476089
C0032143,C0000880
C0029309,C0406482
C0066418,C0008526
C0064870,C0040921
C0051150,C0729587
C0002575,C0238061
C0017718,C0271650
C0245561,C0241310
C0008793,C0276088
C0018988,C0027849
C4301626,C0011974
C0146224,C0020542
C0054066,C0010200
C0038687,C0041351
C0021641|3630,C1704431
C0042845,C0032797
C0065023,C0035468
C0030863,C0043388
C0700580,C1527383
C1678805,C1321756
C0043491,C1800706
C0066928,C0019187
C0123903,C0700359
C0042210,C0001627
C0011182,C0400877
C4547051,C0553580
C0011707,C0042510
C0016343,C0406482
C0041037,C0151721
C0076080,C0582415
C2348248,C1959799
C0025684,C0023443
C0015879,C0524910
C0007299,C0149526
C0123043,C0029442
C0072857,C0269398
C0206460,C0022073
C0015846,C0024419
C0031469,C0271084
C0525227,C0006114
C0065870,C0006114
C0013547,C0011269
C0071836,C0021364
C1134659,C0153195
C0023791,C0017609
C2975435,C0026769
C0060135,C3203547
C1690432,C0035021
C0593802,C0949691
C0055881,C0030636
C0058425,C0007134
C0018026,C0005716
C1456821,C0013338
C1700730,C0302592
C0031495,C0019151
C0052759,C0002351
C0246415,C1142536
C0298067,C0039483
C0031411,C0022578
C0018312,C1562585
C0070709,C0014869
C0071836,C2607914
C0039871,C0520775
C0005382,C0022661
C0671970,C0010340
C0249458,C0729524
C0244713,C0000810
C1567753,C2717961
C2983812,C0278987
C0733796,C0007115
C0063449,C0027404
C0070325,C0014121
C0073633,C0035468
C0218640,C0022340
C0006710,C0220756
C0006983,C0684275
C3652632,C0020619
C4726900,C1168250
C0017861,C0231403
C0085259,C0014752
C4541383,C0153252
C0013036,C0587044
C0376261,C0010691
C0060501,C0034686
C4683810,C0026718
C4329353,C0401149
C4045497,C0232849
C3501981,C0020445
C0025219,C0400877
C0042971,C0264714
C0009014,C0155749
C0073917,C1142276
C0033743,C0001126
C0002006,C0275794
C0028066,C1096562
C0012201,C0275665
C0008269,C0573789
C0016360,C0026847
C0022252,C0339959
C2987648,C0275793
C0070525,C0011974
C0039925,C4288754
C0024472,C0917796
C0006949,C0001206
C0772089,C0730274
C0246689,C0031154
C0216660,C0008513
C0017718,C0029458
C2826065,C0149516
C4519269,C0275804
C4055433,C0221013
C4078312,C0269398
C0012757,C0395818
C0014710,C0039685
C0031422,C0342543
C5139717,C0085413
C0538927,C0936215
C0304604,C0025289
C0300205,C0031154
C3852217,C0042376
C0038148,C0085207
C4507568,C1276801
C0025942,C0008354
C0078643,C0276754
C0041037,C0022104
C0027360,C0152499
C1257987,C0005587
C0010934,C1145670
C0038425,C3854116
C0022265,C2936781
C0002771,C1321756
C0042291,C1275126
C0055021,C0242422
C0051607,C0677607
C1136312,C0023449
C0032483,C0039082
C0296800,C2711180
C2698220,C0403425
C0002658,C0553662
C0062648,C0948265
C0771957,C0021355
C1260208,C0016627
C0024547,C0020630
C0386393,C0007112
C4524703,C0012739
C0028156,C0027819
C0376560,C0152965
C0110462,C0264490
C0076890,C0178416
C0140594,C0006105
C0171447,C1997728
C0771436,C3203547
C0050393,C0342634
C0246719,C0003868
C0252643,C2931187
C0006982,C1960764
C0070592,C0040921
C0063841,C0021364
C0732165,C0311375
C0733758,C0030409
C1562036,C0018378
C0030040,C0154640
C0012066,C0006267
C0016610,C0018802
C0008221,C0007785
C0073917,C0409959
C2974521,C0012546
C0770343,C2936328
C0025241,C1562585
C0143083,C0024286
C1456821,C0554628
C0719064,C0149756
C0011479,C0949083
C2364481,C0014742
C3272698,C0272373
C0033306,C0581392
C4043954,C0014752
C0001268,C0149931
C0054249,C0241961
C0057605,C1260911
C0073917,C0041343
C0599685,C0238425
C0003968,C0206526
C4549503,C0343337
C0034085,C0039621
C0001443,C0041976
C4044947,C0019112
C0939237,C0024440
C0162758,C0272373
C0074568,C0549398
C0057610,C0014518
C0022252,C0027430
C2825462,C0017574
C0103045,C0020179
C0030576,C1288351
C0033308,C0039483
C0065870,C1142420
C0527038,C0206525
C2698371,C0018671
C1957370,C0010417
C0025629,C0033578
C0378482,C0004096
C0756085,C0012734
C0000970,C1273489
C0033447,C0027022
C0008845,C0401160
C0026078,C0741292
C0024977,C0001264
C1443650,C0027022
C0013015,C0700053
C1142985,C0007117
C4043101,C0152072
C0066101,C0029878
C0905464,C0006277
C0966107,C0002895
C0020404,C0027796
C0028126,C0037763
C0085237,C0032024
C2742587,C0272373
C0732165|6750,C0849907
C0526058,C0040517
C2930696,C1761609
C0060203,C0280324
C0030071,C0850624
C0060201,C0004610
C0014708,C0158996
C0247025,C1277187
C0013092,C0153196
C0971023,C0396072
C0065865,C0271578
C0005330,C4721209
C0909381,C1278797
C4724807,C0011991
C5848169,C0343886
C1718383,C0278152
C0017725,C0700502
C0053882,C1827687
C0025859,C0268124
C0008241,C0577708
C0055860,C0019151
C0001551,C0553662
C0085237,C0349774
C0006055,C0028734
C0008286,C0035086
C0006466,C0153254
C0020404,C0005747
C0063584,C0343401
C0257685,C0342826
C0055461,C1997351
C0108111,C0149931
C0016383,C0238067
C0003451,C0343886
C0085149,C0343886
C0107497,C0343401
C0700599,C1541061
C0026234,C0016053
C0036579,C0013502
C4720053,C0023461
C4519199,C1274355
C3885145,C0040264
C0038689,C0030446
C0025760,C0027430
C3652604,C0042135
C2742503,C2981142
C0005025,C0740394
C0059862,C0005424
C0062648,C0010418
C2973895,C0040425
C0056732,C0007194
C0041037,C0155862
C0057605,C0085786
C0937851,C0271066
C0007555,C0032914
C0029105,C0013395
C0035525,C0010380
C0058445,C0024305
C0077147,C0155880
C1505698,C0546999
C0033148,C1704272
C0034085,C0033578
C0935929,C0403643
C0146337,C0277528
C0763530,C0036337
C4691680,C0276648
C0051150,C0339573
C0040219,C0002963
C0016298,C0006266
C1176306,C0002736
C0040219,C0019088
C0006388,C1561643
C1321596,C0006848
C0060657,C0338437
C0055467,C0153196
C0042313,C0036202
C4305843,C0020514
C3864824,C0008533
C0025912,C0040560
C0043481,C0151907
C0078836,C0149871
C0907160,C0040252
C3273711,C2242472
C0016365,C0235025
C0008241,C0029442
C0055147,C0339317
C0006834,C0031190
C2744960,C0029118
C0770560,C0677607
C0302837,C0079487
C3266849,C0029401
C0061328,C0038358
C0002199,C0032460
C4519232,C0270549
C1455147,C0036472
C0040209,C0343065
C0071129,C0011848
C0017718,C0035468
C0014708,C0206178
C0039623,C0006852
C2353893,C0520679
C0016367,C0042373
C0001040,C0030528
C0040866,C0392171
C2825462,C0751956
C0007555,C0524909
C0040209,C0001144
C0006491,C0007134
C0016293,C0017665
C0014405,C0024198
C5222004,C0155213
C0028833,C0745136
C0379881,C0020598
C0018304,C0002453
C0025684,C0024305
C0006466,C0153289
C2827241,C0221392
C1880288,C0042025
C0302583,C0010691
C0016377,C0153225
C0008466,C0233485
C0066624,C0013595
C0006983,C0017601
C0003241,C2937225
C0753287,C4543165
C0903898,C0238080
C0015046,C0026857
C0171447,C0002453
C0076295,C0152973
C0016366,C0020502
C0032535,C0031069
C0109002,C0014877
C2721771,C0409818
C2827667,C0039133
C0056077,C0008489
C1955474,C0004352
C4519232,C0021361
C0009014,C0036337
C0076456,C0040264
C0624744,C2316304
C1619629,C0024143
C0359086,C0028242
C0034410,C0020651
C0772395,C1321482
C1443923,C0023817
C0078839,C1510471
C0724579,C0276653
C0042402,C1274228
C1700683,C0333519
C0662811,C0272293
C0003779,C0276088
C1518041,C0152030
C0005088,C0085159
C2001572,C0281361
C0008466,C0011991
C0076653,C0347176
C0060274,C0002736
C0254211,C0026769
C1739768,C0280324
C2926735,C0020626
C1703334,C0036508
C0092801,C2585890
C0002421,C0005587
C0025677,C0275550
C1541483,C1318559
C0039629,C0149948
C4079904,C0031099
C0070694,C0406486
C0042071,C0020179
C0071143,C0155749
C0007735,C0236830
C0060180,C0004945
C0909381,C1960764
C0718043,C2267231
C1566826,C0153188
C1565750,C0032463
C0032825,C0272325
C3273711,C0028754
C0059874,C0020456
C0040869,C0221023
C0025153,C0155880
C0025681,C2215257
C0031379,C0085253
C0076080,C0035235
C0010523,C0234978
C2699179,C0269658
C0041942,C0040252
C0748603,C0040262
C0053230,C0011974
C2699709,C1135868
C0003374,C0039103
C0073374,C1278807
C4519728,C0042548
C1876229,C0033845
C0039771,C0267390
C0077163,C0001263
C1101838,C0032308
C4044947,C0002792
C0022625,C0027819
C3530172,C0233794
C0053230,C0242488
C0025219,C0023473
C3899947,C0028754
C0043603,C0022104
C0527379,C0013502
C0851344,C0019189
C0014964,C0013502
C0073633,C0235329
C2001271,C0036205
C0076080,C0032749
C3661315,C0014121
C0011015,C1274321
C4746084,C0238284
C4482908,C1328252
C0021027,C0031069
C1874451,C0153193
C1831828,C0035468
C0069765,C0236780
C3661283,C0030567
C0072768,C0043116
C0033429,C0002726
C0002575,C1278797
C0018061,C0002171
C0733397,C0342882
C0065834,C0234974
C1142933,C0563269
C0018026,C0745138
C0065879,C1562430
C4522682,C0272325
C0054836,C0016867
C3852217,C0019655
C0382131,C0149931
C2976303,C0041234
C0003001,C0027765
C0136123,C0014358
C0018242,C0155866
C0043611,C1140680
C0136123,C0150045
C0301374,C0035258
C2349941,C0271084
C0011185,C0022661
C0006834,C0243001
C0005013,C0347176
C0063041,C0004245
C3653146,C0040252
C0526399,C0025218
C0059506,C0151721
C1170000,C0519030
C0065832,C0023890
C0657912,C0027424
C0059752,C0341503
C0262964,C0220989
C0108111,C0010418
C0052762,C0025323
C2744440,C0003872
C0718043,C0007785
C0024476,C0543822
C0014695,C0030848
C1742789,C0152499
C4542175,C0043388
C0034261,C0338437
C0085154,C1827301
C1130428,C1997322
C0031469,C0271561
C0012228,C1328252
C0057610,C0149925
C3489682,C0010346
C0039286,C0275761
C0021978,C0346993
C0072315,C0729587
C0060231,C0553576
C0027324,C0034494
C0116569,C1263758
C4080053,C0917801
C0003639,C0041321
C4049065,C0027424
C0011816,C0002963
C0028476,C0679225
C0014921,C0870082
C0301375,C0029443
C0038148,C1142276
C0765538,C0032269
C0033743,C0027430
C0105750,C4722085
C0012050,C0024535
C0008281,C0011860
C0068485,C0042373
C0073085,C0035204
C0071097,C0020621
C0916062,C0936215
C0023972,C0409818
C0218986,C0006118
C0064263,C0275665
C0063841,C2363973
C1579268,C0019147
C0242889,C0035258
C0039840,C0271578
C0069751,C0024790
C0003191,C0275761
C0008273,C0740447
C0012066,C0268108
C0036516,C0272325
C0027996,C0026709
C0246689,C0155862
C2000145,C0032749
C5435024,C0029458
C1722685,C1112709
C0000477,C0729586
C0058344,C2316460
C0008281,C0151940
C1566826,C0041327
C0001648,C0149704
C0025872,C2937222
C0008196,C0041296
C0003620,C0154639
C0018305,C1720498
C0040209,C1274355
C0379135,C0020676
C0281666,C0026691
C4731850,C0339143
C1608841,C0155919
C1258800,C0730274
C0006681,C0687148
C0003524,C0003811
C0041660,C0158996
C0039736,C0553576
C0534191,C1318559
C3490329,C0005697
C0058415,C0349774
C0079466,C0342985
C0066928,C0004031
C0085251,C0085606
C0025376,C0011991
C0966500,C0564750
C0025644,C0017612
C0053284,C0600041
C0003370,C0270327
C0003209,C0008513
C4726799,C0040921
C3886073,C0018081
C0039607,C1142420
C0036516,C0520676
C0728747,C0014179
C0009014,C0276587
C2714681,C0017605
C1832027,C1318559
C4278463,C0041472
C0907160,C0035086
C0025815,C1827687
C0909839,C0238425
C0054668,C0026764
C0038675,C0221074
C0144576,C0034155
C1098320,C3854116
C0042874,C0156543
C0009053,C0856695
C1268551,C1961835
C0007299,C0024141
C1135132,C1861172
C0043606,C2973725
C0003143,C2973725
C1567130,C0282193
C0287983,C0027424
C0041660,C0035335
C0012522,C0235025
C1882138,C0009806
C0038665,C1531702
C0040610,C0086651
C3888064,C0031069
C0055015,C4708088
C0052432,C0582415
C0772395,C0409818
C0014938,C1527336
C4043954,C0032285
C0025638,C0242459
C3661315,C0264490
C0020196,C0024291
C0291772,C0457949
C2699709,C0001144
C0006403,C0009319
C0025611,C0746102
C0018061,C1260917
C0054201,C1272017
C0006982,C0006277
C0060657,C0033038
C1098261,C0013404
C0164662,C0021603
C2350656,C0348868
C3886731,C0236830
C0020316,C0004030
C0076107,C0034735
C0095278,C0025323
C0058978,C0572583
C0033798,C0018133
C0297635,C0153216
C0163557,C0024110
C1997549,C1761609
C0023607,C0014877
C0069717,C0948008
C2744960,C0022570
C0717758,C0024143
C0040899,C0042875
C0052761,C0000821
C0004259,C0032460
C2987429,C0042974
C1456821,C0085695
C0056732,C0339968
C0076107,C0038463
C0103045,C0040259
C0033209,C0035793
C3653501,C0278140
C0012066,C0206526
C0287983,C0003872
C4301624,C0349790
C0060194,C0520676
C1960121,C0600260
C0071809,C0524662
C0114875,C0473527
C3852670,C0948441
C0937917,C0021167
C0070525,C0040264
C3501358,C0152171
C0069776,C0032064
C0002555,C0013537
C0016875,C0743332
C0034414,C0008325
C0009053,C0019163
C0028116,C0019156
C4301626,C0473527
C0008783,C0158996
C4279587,C0013884
C0014963,C0235238
C0009008,C0149704
C0014582,C0021364
C0030077,C0343378
C0604284,C0003177
C0140594,C1561828
C0051696,C2239176
C2604307,C4303663
C3851350,C0027927
C0070592,C0085166
C0085228,C0026691
C0210630,C0596170
C0939241,C0220756
C3848580,C0040021
C0005740,C0043144
C0527316,C0543822
C0001655|5443,C1541061
C0603972,C0010481
C0543448,C0010691
C0038149,C0014752
C3713057,C0854248
C0022957,C0271623
C4541383,C0008049
C0074554,C0037036
C0030072,C0008489
C0005038,C1619734
C0065760,C0276725
C4257011,C0012546
C0009079,C0035086
C0005041,C0341697
C0527189,C0042998
C0028978,C0017605
C0052772,C0442874
C0039834,C0020649
C0076890,C0018671
C0010592,C2711180
C0770560,C0008354
C0030899,C2267231
C0012133,C0023052
C0030969,C0006852
C0015506,C2349994
C0010592,C0016053
C4301607,C1318559
C1169997,C0342938
C0593802,C2584877
C0078811,C1541061
C0053523,C0238462
C0029997,C0031090
C4547776,C0405580
C0962517,C1288351
C0123903,C0038437
C0286402,C0024115
C0013089,C0588233
C0939241,C0020514
C0012381,C0023381
C0069805,C0005683
C0016343,C0275652
C0076804,C1135868
C0012066,C0042580
C0038761,C0034063
C0771259,C1827266
C0068980,C0343886
C0012802,C0877445
C0006686,C0026918
C3852726,C0014173
C0047625,C1608973
C0026259,C0235329
C0038425,C0393772
C0000970,C0035344
C0117996,C2349261
C0016383,C0042376
C0012544,C0007137
C0031937,C0026918
C0073983,C0027796
C0242708,C0085786
C1176315,C0030528
C0016298,C0158371
C4086553,C1292758
C0038702,C0023968
C0002563,C0474368
C0031408,C0155866
C0663448,C0040188
C3886460,C0152515
C2718773,C0006413
C0043606,C0600041
C0246904,C0028043
C3272698,C0039240
C1615657,C1274469
C0040615,C2239176
C0528166,C0040553
C2698280,C0001261
C1174995,C0002892
C0041040,C0023827
C4045494,C0272322
C0072916,C0241961
C0046100,C0003862
C0301373,C0241961
C1313616,C0010417
C2742503,C0235025
C0286651,C0019196
C0756085,C0030809
C2932486,C0029134
C0003779,C0030193
C0040975,C0020541
C0054667,C0520577
C0070455,C0019247
C0082607,C0007117
C1516119,C3874358
C0937916,C0033860
C0009968,C0233794
C0966107,C0020503
C0010934,C0005283
C0059874,C0032064
C1739768,C0017661
C0041920,C0242488
C0138273,C0032617
C0023413,C0040147
C0008281,C0042024
C0035976,C0276088
C0244713,C1301363
C0074393,C0039445
C0026078,C0524910
C0015846,C1096063
C0016374,C0702166
C0012319,C0267436
C0966500,C0004031
C0030054,C2973725
C0059874,C0018099
C0286382,C0238052
C0718043,C1562543
C0040374,C0032302
C4224790,C0003177
C0010347,C0036421
C0036579,C0005684
C2744790,C0043208
C0759933,C0001175
C3264621,C0205944
C4079208,C0024536
C0054120,C0043117
C1620287,C0396072
C0041030,C0151970
C0058056,C0041912
C2698385,C3163899
C0293359,C0234119
C0039736,C0400877
C0123903,C0085278
C2746078,C0152965
C0650607,C0042109
C2825286,C0393819
C0909839,C0029106
C0034414,C0031572
C0041086,C0006060
C0035525,C0524688
C4519292,C0019212
C0129022,C0087086
C0014810,C0036916
C0021027,C0016204
C0005098,C0153227
C0030557,C0030499
C2742503,C0036916
C1701455,C3203547
C0521941,C0153193
C0032601,C0018801
C0001655,C0040517
C0072315,C0040028
C3490329,C0019189
C0296800,C0022661
C0069562,C2267227
C0073393,C0037769
C0031862,C0017612
C0027444,C0034012
C0071132,C1274355
C4694273,C0041976
C4550351,C0035021
C0068992,C0520767
C0052430,C0022658
C0002335,C0018378
C3657824,C0020541
C0663655,C0151636
C0022059,C0149985
C0085173,C0156677
C0007551,C0267055
C0050559,C0086651
C3640212,C0022735
C0059668,C0155860
C0040899,C0398775
C0055568,C0231528
C2350656,C0001206
C0024472,C0029401
C0075770,C1274228
C0939241,C0024138
C0378482,C0027609
C1451502,C0267436
C0077144,C0270549
C0017628,C0149985
C0541746,C0040250
C0023992,C0037383
C0030863,C0473527
C0024480,C0030807
C0010927,C0085682
C0002272,C0340970
C0066837,C1541061
C0055461,C0021359
C0004609,C0524909
C0007299,C0023461
C3179547,C0026847
C0600901,C0079487
C1135135,C0034902
C0718050,C0005697
C0595726,C0008526
C0025603,C1828079
C0007541,C0030809
C3661450,C0018621
C0038148,C0153289
C4317244,C0014550
C0163557,C0032987
C0527189,C0149985
C0070122,C0040558
C0893761,C4040491
C2742502,C1997351
C3885063,C0003467
C0021747,C0041466
C0041249,C0334634
C0000378,C0010068
C0254119,C1263846
C0003442,C1959799
C1722267,C0403398
C0004320,C0700359
C0016295,C0011616
C1701455,C0269285
C0006711,C0003811
C0140575,C0006287
C0051696,C0021355
C0059772,C1562585
C0380393,C0000814
C0028156,C0004945
C0030873,C0948245
C0028005,C0041976
C0008241,C0034012
C3852684,C0349506
C0129022,C0035597
C0060282,C1384589
C1957370,C0343730
C0529793,C0042900
C1880288,C0577708
C0039955,C0730274
C0003779,C0275555
C0022252,C0743332
C4045974,C0030193
C0763530,C0085437
C0003204,C1320547
C0040193,C0013264
C3661315,C0342985
C4301236,C0162627
C4310578,C0151908
C4043954,C0242429
C1721339,C1288351
C0076110,C0002892
C0019453,C0011334
C0032912,C0020514
C0002403,C0031154
C0003138,C0035468
C3530172,C0036330
C0025023,C2937222
C0050458,C0271561
C0012288,C0002888
C0010620,C0421162
C4726900,C0002736
C0061387,C0008679
C0054234,C0546837
C0009214,C0003469
C0011015,C0238425
C0677829,C0033845
C0143083,C0261439
C0057981,C0013238
C0002556,C0018790
C0015689,C1536220
C0207683,C1260917
C0733397,C0006666
C3273711,C0023343
C1313616,C0011882
C4519739,C0009766
C0075432,C0041473
C0015840,C0520679
C0025386,C0400966
C0003402,C0019147
C0027324,C2239176
C0002844,C0264115
C0350998,C0341439
C0033511,C0020649
C4542165,C0004610
C2001867,C0018213
C4519114,C0730274
C0069628,C0220756
C0055881,C0039133
C3179549,C0008354
C0935929,C0573789
C0022614,C0036330
C0171447,C5392833
C0006675,C0751967
C0000983,C0009450
C0003440,C0021670
C0379135,C0032768
C0000473,C0020557
C0025625,C0013882
C0011812,C0281361
C0003009,C0011636
C2001271,C0011882
C4080053,C0401160
C0015121,C0021359
C2607750,C0342938
C0936148,C0006413
C0022949,C1719906
C1684405,C1541061
C0073631,C0035335
C0059865,C0032460
C1871526,C0013238
C0062941,C1263846
C0059623,C0520577
C0030899,C0566602
C0137984,C0339170
C0029309,C0236780
C0071097,C0012734
C0059714,C0085166
C0081408,C0010380
C5435024,C0276535
C0065870,C0521173
C4055380,C0013371
C4542175,C0033860
C0065841,C0269658
C3713958,C0342907
C2825682,C0029456
C0018061,C0013604
C0022322,C0015230
C0005320,C0406317
C3642427,C0014356
C0033568,C0033975
C0540623,C0033246
C0025380,C0041234
C0042971,C0085786
C0028066,C0027927
C0009905,C0036323
C1306772,C0007138
C3658667,C0001175
C0147037,C0343378
C0014710,C0276725
C0023726,C0085436
C0953467,C4275067
C2931926,C0406482
C3181682,C0598608
C4519323,C0030446
C0054201,C0085695
C1707080,C0398623
C0020811,C0003850
C0040373,C0004604
C0010592,C0520909
C0012383,C0149516
C0031412,C0153289
C1143018,C0080274
C0075632,C1306835
C0018034,C0032994
C0052940,C0003850
C0027360,C1096063
C2825286,C1145670
C0246631,C0855112
C3502471,C0264716
C0038633,C1504336
C0058831,C0220756
C2828290,C0242350
C2699758,C0006057
C0118168,C0235238
C0011785,C0751967
C0013618,C0002962
C0003779,C0242584
C2976303,C0023968
C0066411,C0409818
C2827667,C0027430
C0012963,C0751362
C0676831,C0456107
C0018546,C0018378
C1742789,C0023283
C0913506,C0275842
C0021027,C0013884
C0023586,C0520775
C0077147,C4040491
C0059862,C0275794
C0059610,C0264714
C4080009,C0221013
C0000983,C1619734
C1609165,C0032305
C0076891,C0085697
C1565316,C0042842
C0013085,C0031946
C0070166,C0010380
C1318700,C0017612
C0006976,C0039841
C0242889,C0041473
C0025677,C0024591
C2986924,C0040259
C0005059,C0024894
C1445625,C0023052
C0034414,C0004771
C0062068,C0039445
C4042342,C0024419
C0116074,C0017536
C1271481,C0025289
C0011892,C0027424
C0003290,C0851578
C0025887,C4687714
C0040233,C1096063
C0246269,C0011848
C0004521,C0278701
C0063433,C0349464
C4301607,C0581358
C0031412,C0023343
C0013015,C0458219
C0013618,C0220994
C0006246,C0040261
C0288165,C0524702
C0006711,C1609535
C3502652,C0019061
C0123043,C0034155
C3712232,C0013502
C3854019,C0034155
C0006657,C0007789
C0759933,C0679225
C0142971,C1275684
C0078839,C0342881
C5139788,C0346421
C1831828,C0343532
C0078956,C0269050
C0026549,C0007820
C0092801,C0746883
C4507568,C0022578
C0061387,C0349009
C3714572,C0702166
C0073076,C0041909
C0030969,C0221765
C0018061,C0162533
C0033306,C0035078
C0037766,C0751964
C0030520,C0037763
C0527129,C0030757
C0301373,C1273489
C0102118,C0029401
C0030054,C1168250
C0065295,C0038463
C0071836,C0020649
C0001465,C0036472
C0000992,C0010346
C2744960,C0037274
C0213771,C0020456
C0003143,C0003862
C0140594,C0033687
C0020740,C0024286
C0002772,C0206141
C0262964,C0001264
C0008296,C0014356
C0001648,C0002880
C0009008,C0039263
C4049146,C0587044
C0878309,C0520777
C0937851,C0585362
C0107497,C0206754
C0074774,C1961099
C4688747,C0006666
C0055014,C2931187
C0053882,C0004238
C4519428,C0013922
C0379135,C0023281
C1098510,C0153601
C0220821,C0007194
C0020196,C0339573
C0024477,C0006325
C0025746,C0002965
C0301374,C0751956
C0038710,C0030809
C0913506,C0007194
C0012125,C0152068
C3899947,C0032308
C4550368,C0041364
C0038425,C0010417
C1268567,C1261256
C0022616,C0221154
C0937851,C0029453
C0004320,C0155862
C0040373,C0342751
C1172636,C0038395
C0004482,C0035344
C2713008,C0039131
C0008466,C0018671
C0006668,C1504336
C0032334,C0007947
C1956280,C0079773
C0733758,C1828079
C0040975,C0878544
C0008273,C0017665
C0035339,C0041343
C2000088,C0013371
C0663448,C0020445
C0012522,C0031190
C0050436,C2242472
C0039865,C0578870
C0005382,C0024586
C0022616,C0040262
C2980074,C0036830
C0770343,C0270846
C1956280,C0006105
C0526399,C0011880
C0376607,C0029104
C3177235,C1292758
C0171447,C0085695
C0025023,C0007947
C0757422,C1318973
C0041098,C0220994
C0040610,C0472713
C0012228,C0023443
C0003308,C0020443
C4535718,C0206504
C0069562,C0221002
C0051607,C0153254
C0055896,C0740391
C0011812,C1541061
C0024002,C0153594
C0020616,C0014547
