SUBJECT_CUI,PREDICATE,OBJECT_CUI,frequency,Source,SUBJECT_SEMTYPE,OBJECT_SEMTYPE
C0543467,TREATS,C0232483,211.0,SemMedDB,topp,patf
C0006098,TREATS,C0220633,211.0,SemMedDB,topp,neop
C0013227,TREATS,C0036323,211.0,SemMedDB,phsu,dsyn
C0087111,USES,C0017718,211.0,SemMedDB,topp,"carb,phsu"
C0013227,AUGMENTS,C0007634,211.0,SemMedDB,phsu,cell
C0015915,TREATS,C0032460,211.0,SemMedDB,topp,dsyn
C0008971,TREATS,C0030705,211.0,SemMedDB,topp,podg
C0680022,USES,C0008902,211.0,SemMedDB,popg,clas
C0007704,USES,C0016071,211.0,SemMedDB,lbpr,irda
C0524865,TREATS,C0012984,211.0,SemMedDB,topp,mamm
C0597357,ASSOCIATED_WITH,C0021368,211.0,SemMedDB,"aapp,gngm",patf
C0221198,COEXISTS_WITH,C0699748,211.0,SemMedDB,fndg,patf
C0085297,ASSOCIATED_WITH,C0026691,211.0,SemMedDB,aapp,dsyn
C0003316,INTERACTS_WITH,C0003250,211.0,SemMedDB,imft,"aapp,gngm"
C0021641,TREATS,C0237401,211.0,SemMedDB,"aapp,horm,phsu",humn
C0003281,TREATS,C0040038,211.0,SemMedDB,topp,patf
C0184661,TREATS,C0030551,211.0,SemMedDB,"hlca,topp","famg,humn"
C0016327,TREATS,C0030705,211.0,SemMedDB,"inch,phsu","humn,podg"
C0021102,TREATS,C0034493,211.0,SemMedDB,medd,mamm
C0008976,USES,C0040732,211.0,SemMedDB,resa,topp
C1171892|7422,ASSOCIATED_WITH,C0006826,210.0,SemMedDB,"aapp,bacs,gngm",neop
C0301872,ASSOCIATED_WITH,C0004364,210.0,SemMedDB,orgf,dsyn
C0005525,TREATS,C0009402,210.0,SemMedDB,phsu,neop
C1519941,USES,C0599161,210.0,SemMedDB,resa,mbrt
C0543467,TREATS,C0011860,210.0,SemMedDB,topp,dsyn
C0162772,STIMULATES,C0003402,210.0,SemMedDB,bacs,phsu
C1963724,TREATS,C0027361,210.0,SemMedDB,topp,"humn,popg"
C0013216,TREATS,C0006118,210.0,SemMedDB,topp,neop
C0184661,TREATS,C0034693,210.0,SemMedDB,topp,mamm
C0021083,TREATS,C0005684,210.0,SemMedDB,topp,neop
C1511790,TREATS,C0038172,210.0,SemMedDB,topp,bact
C0079904,DISRUPTS,C0162638,210.0,SemMedDB,"aapp,gngm",celf
C0966225,TREATS,C0155877,210.0,SemMedDB,"aapp,phsu",dsyn
C0087111,TREATS,C0232483,210.0,SemMedDB,topp,patf
C0027746,COEXISTS_WITH,C0002736,210.0,SemMedDB,comd,dsyn
C0021753,PRODUCES,C0079189,210.0,SemMedDB,"aapp,gngm",aapp
C0087111,TREATS,C0000768,210.0,SemMedDB,topp,cgab
C1273869,TREATS,C0008100,210.0,SemMedDB,hlca,"aggp,humn"
C0087111,USES,C0017890,210.0,SemMedDB,topp,aapp
C3494264,ASSOCIATED_WITH,C0006826,210.0,SemMedDB,bacs,neop
C0597357,INTERACTS_WITH,C0021641|3630,210.0,SemMedDB,aapp,"aapp,phsu"
C0038257,TREATS,C0948089,210.0,SemMedDB,medd,dsyn
C0087111,USES,C0041368|7124,210.0,SemMedDB,topp,aapp
C0039195,INTERACTS_WITH,C0007634,210.0,SemMedDB,cell,cell
C0079603,USES,C0443640,210.0,SemMedDB,lbpr,"aapp,gngm"
C0013227,TREATS,C0027051,210.0,SemMedDB,phsu,dsyn
C0073571,TREATS,C0030705,210.0,SemMedDB,"orch,phsu",podg
C1522577,USES,C0014245,210.0,SemMedDB,hlca,diap
C3272283,COEXISTS_WITH,C5203670,210.0,SemMedDB,fndg,dsyn
C0567415,COEXISTS_WITH,C0033684,210.0,SemMedDB,elii,"aapp,bacs"
C0029456,COEXISTS_WITH,C0003873,210.0,SemMedDB,dsyn,dsyn
C0007584,USES,C1535502,210.0,SemMedDB,lbpr,topp
C0162734,USES,C0037812,210.0,SemMedDB,diap,lbpr
C3814448,TREATS,C0030705,210.0,SemMedDB,topp,podg
C0282638,PREVENTS,C0021311,210.0,SemMedDB,topp,dsyn
C0085533,USES,C0045093,210.0,SemMedDB,topp,"nnon,phsu"
C3852217,TREATS,C0030705,210.0,SemMedDB,"aapp,phsu","humn,podg"
C1511790,USES,C0001962,210.0,SemMedDB,topp,"orch,phsu"
C0002920,USES,C0033487,210.0,SemMedDB,topp,"orch,phsu"
C0087111,TREATS,C1317600,210.0,SemMedDB,topp,fndg
C0596290,COEXISTS_WITH,C0162638,210.0,SemMedDB,celf,celf
C0021376,COEXISTS_WITH,C0004364,210.0,SemMedDB,patf,dsyn
C0007634,PRODUCES,C0036751,210.0,SemMedDB,cell,"bacs,nsba"
C0008269,TREATS,C0026809,210.0,SemMedDB,"orch,phsu",mamm
C0060657,TREATS,C0004096,210.0,SemMedDB,"orch,phsu",dsyn
C0285890,ASSOCIATED_WITH,C0524851,210.0,SemMedDB,"aapp,bacs,gngm",dsyn
C4684977,TREATS,C1516213,210.0,SemMedDB,phsu,podg
C0074414,TREATS,C0008059,210.0,SemMedDB,"orch,phsu","aggp,humn"
C0010408,TREATS,C0027651,210.0,SemMedDB,topp,neop
C0039601,TREATS,C0020619,210.0,SemMedDB,"horm,phsu",dsyn
C0039194,PRODUCES,C1456820|7124,210.0,SemMedDB,cell,aapp
C0018894,PRODUCES,C0384648,210.0,SemMedDB,cell,"aapp,gngm"
C2986924,TREATS,C1112459,210.0,SemMedDB,"orch,phsu",neop
C0745343,TREATS,C0011860,210.0,SemMedDB,topp,dsyn
C0021641,TREATS,C0205653,210.0,SemMedDB,"aapp,horm,phsu",aggp
C0087111,USES,C0025876,210.0,SemMedDB,topp,"orch,phsu"
C0033684,ASSOCIATED_WITH,C0596263,210.0,SemMedDB,"aapp,bacs",neop
C0005220,TREATS,C0014834,210.0,SemMedDB,phsu,bact
C0220908,TREATS,C0028754,210.0,SemMedDB,hlca,dsyn
C0013119,USES,C1136254,210.0,SemMedDB,medd,phsu
C1171892|7422,STIMULATES,C0031715,210.0,SemMedDB,aapp,moft
C0060389,TREATS,C0025266,210.0,SemMedDB,phsu,popg
C0013089,TREATS,C0079744,210.0,SemMedDB,"antb,orch",neop
C0162589,TREATS,C0085612,210.0,SemMedDB,medd,"dsyn,patf"
C1268567,TREATS,C0006826,210.0,SemMedDB,phsu,neop
C0192398,TREATS,C0028756,210.0,SemMedDB,topp,dsyn
C0002771,TREATS,C0423716,210.0,SemMedDB,phsu,sosy
C0027358,INTERACTS_WITH,C0026549,210.0,SemMedDB,"orch,phsu","orch,phsu"
C0002913,USES,C0006400,210.0,SemMedDB,topp,"orch,phsu"
C0220908,TREATS,C0870646,210.0,SemMedDB,hlca,humn
C0282090,TREATS,C0009806,210.0,SemMedDB,phsu,sosy
C0007634,PRODUCES,C0214743,209.0,SemMedDB,cell,aapp
C0087111,TREATS,C0035220,209.0,SemMedDB,topp,dsyn
C0728940,TREATS,C0001779,209.0,SemMedDB,topp,orga
C1511562,TREATS,C0007113,209.0,SemMedDB,topp,neop
C0243077,TREATS,C0877373,209.0,SemMedDB,chvf,neop
C0019139,TREATS,C0040053,209.0,SemMedDB,"carb,orch,phsu",patf
C0087111,TREATS,C0085207,209.0,SemMedDB,topp,dsyn
C0087111,USES,C0913469,209.0,SemMedDB,topp,aapp
C0002766,TREATS,C0150055,209.0,SemMedDB,topp,"dsyn,sosy"
C0013227,INHIBITS,C0008377,209.0,SemMedDB,phsu,"bacs,strd"
C0087111,USES,C0596581,209.0,SemMedDB,topp,"nnon,phsu"
C1293116,TREATS,C0012634,209.0,SemMedDB,hlca,dsyn
C0021107,USES,C0012203,209.0,SemMedDB,topp,phsu
C0087111,USES,C0457903,209.0,SemMedDB,topp,medd
C0473296,TREATS,C0030705,209.0,SemMedDB,topp,podg
C0007634,INTERACTS_WITH,C1366832|51761,209.0,SemMedDB,cell,"aapp,gngm"
C0015689,TREATS,C0034693,209.0,SemMedDB,"bacs,lipd,phsu",mamm
C0008168,TREATS,C0030705,209.0,SemMedDB,"antb,orch",podg
C0006938,TREATS,C0857121,209.0,SemMedDB,"aapp,phsu",fndg
C0450442,TREATS,C0036341,209.0,SemMedDB,chvf,mobd
C0019588,AUGMENTS,C0232552,209.0,SemMedDB,"bacs,nsba,orch",ortf
C0086818,TREATS,C0040034,209.0,SemMedDB,topp,dsyn
C0020674,TREATS,C0034693,209.0,SemMedDB,topp,mamm
C0012854,INTERACTS_WITH,C0014442,209.0,SemMedDB,bacs,"aapp,enzy,orch"
C0087111,TREATS,C0010200,209.0,SemMedDB,topp,sosy
C0036341,COEXISTS_WITH,C0005586,209.0,SemMedDB,mobd,mobd
C0026606,TREATS,C0599755,209.0,SemMedDB,dora,humn
C0244713,TREATS,C0030705,209.0,SemMedDB,"aapp,phsu",podg
C0020503,COEXISTS_WITH,C0022661,209.0,SemMedDB,dsyn,dsyn
C0040808,TREATS,C0205653,209.0,SemMedDB,topp,"aggp,humn"
C0012854,DISRUPTS,C0040649,209.0,SemMedDB,bacs,genf
C0041004,ASSOCIATED_WITH,C0021655,209.0,SemMedDB,"bacs,lipd",patf
C0087111,USES,C0061179,209.0,SemMedDB,topp,phsu
C0012544,TREATS,C0029458,209.0,SemMedDB,"opco,phsu",dsyn
C0022567,PRODUCES,C0079189,209.0,SemMedDB,cell,aapp
C0006675,AUGMENTS,C0007634,209.0,SemMedDB,"bacs,elii",cell
C0008838,ASSOCIATED_WITH,C0027651,209.0,SemMedDB,"inch,phsu",neop
C0005522,ASSOCIATED_WITH,C0003873,209.0,SemMedDB,"bacs,phsu",dsyn
C0003241,ASSOCIATED_WITH,C0026896,209.0,SemMedDB,aapp,dsyn
C0302583,TREATS,C1257890,209.0,SemMedDB,"bacs,elii,phsu",popg
C1318309,USES,C0302614,209.0,SemMedDB,diap,medd
C0023570,TREATS,C1457887,209.0,SemMedDB,"aapp,phsu",sosy
C1292781,TREATS,C0030705,209.0,SemMedDB,hlca,"humn,podg"
C0695470,TREATS,C0001792,209.0,SemMedDB,topp,aggp
C0543467,TREATS,C0853879,209.0,SemMedDB,topp,neop
C0013227,PREVENTS,C0595921,209.0,SemMedDB,phsu,dsyn
C0596973,INTERACTS_WITH,C0032521,209.0,SemMedDB,chvs,bodm
C0005699,COEXISTS_WITH,C0023473,209.0,SemMedDB,neop,neop
C2698764,TREATS,C0030705,209.0,SemMedDB,"orch,phsu","humn,podg"
C1321301,PRODUCES,C0021756,209.0,SemMedDB,cell,"aapp,gngm"
C0013216,TREATS,C0153676,209.0,SemMedDB,topp,neop
C0681797,USES,C2827774,209.0,SemMedDB,resa,topp
C0013227,TREATS,C0877248,209.0,SemMedDB,phsu,"fndg,patf"
C1882138,TREATS,C0030705,209.0,SemMedDB,"aapp,imft,phsu",podg
C0087111,USES,C0040866,209.0,SemMedDB,topp,phsu
C0012737,TREATS,C0006826,209.0,SemMedDB,topp,neop
C0006560,ASSOCIATED_WITH,C0012634,209.0,SemMedDB,"aapp,gngm",dsyn
C0596263,COEXISTS_WITH,C0006826,209.0,SemMedDB,neop,neop
C0393022,TREATS,C0024141,209.0,SemMedDB,"aapp,phsu",dsyn
C1321301,PRODUCES,C0021760,209.0,SemMedDB,cell,"aapp,gngm"
C0087111,USES,C0006945,209.0,SemMedDB,topp,phsu
C0805586,TREATS,C0008059,209.0,SemMedDB,hlca,"aggp,humn"
C0020699,TREATS,C0019080,209.0,SemMedDB,topp,"fndg,patf"
C0034830,INTERACTS_WITH,C0028040,209.0,SemMedDB,aapp,"hops,orch"
C0004933,TREATS,C0001675,209.0,SemMedDB,topp,aggp
C1963724,TREATS,C0030705,209.0,SemMedDB,topp,"humn,podg"
C0087111,TREATS,C0343386,209.0,SemMedDB,topp,dsyn
C0014441,USES,C1706005|959,209.0,SemMedDB,lbpr,aapp
C1273869,TREATS,C0028661,209.0,SemMedDB,hlca,"humn,prog"
C0030054,TREATS,C0008059,209.0,SemMedDB,"elii,phsu",aggp
C0728940,USES,C0025746,209.0,SemMedDB,topp,phsu
C0019593,TREATS,C0030705,209.0,SemMedDB,phsu,"humn,podg"
C0394664,TREATS,C0043210,208.0,SemMedDB,topp,popg
C0016601,STIMULATES,C0010531,208.0,SemMedDB,"bacs,orch,phsu","aapp,gngm"
C0028833,TREATS,C0001206,208.0,SemMedDB,"aapp,horm,phsu",dsyn
C0013879,COEXISTS_WITH,C0043047,208.0,SemMedDB,elii,inch
C0043299,USES,C0004749,208.0,SemMedDB,diap,elii
C0087111,PREVENTS,C0018801,208.0,SemMedDB,topp,dsyn
C0012634,COEXISTS_WITH,C0011849,208.0,SemMedDB,dsyn,dsyn
C0020281,TREATS,C0030705,208.0,SemMedDB,"inch,phsu","humn,podg"
C0040808,USES,C0015133,208.0,SemMedDB,"resa,topp","carb,phsu"
C0022885,USES,C1441457,208.0,SemMedDB,lbpr,lbpr
C0015576,USES,C0441730,208.0,SemMedDB,famg,clas
C0025853,PREVENTS,C0042963,208.0,SemMedDB,"orch,phsu",sosy
C0524689,TREATS,C0030705,208.0,SemMedDB,topp,podg
C0011065,ASSOCIATED_WITH,C0017601,208.0,SemMedDB,orgf,dsyn
C0056562,TREATS,C0030705,208.0,SemMedDB,phsu,"humn,podg"
C0085533,TREATS,C1527249,208.0,SemMedDB,topp,neop
C0001617,TREATS,C0032285,208.0,SemMedDB,"horm,phsu",dsyn
C0543467,TREATS,C0582175,208.0,SemMedDB,topp,"humn,prog"
C0087111,USES,C0065879,208.0,SemMedDB,topp,"horm,phsu"
C1517033,USES,C0001551,208.0,SemMedDB,topp,phsu
C0010467,DISRUPTS,C0596290,208.0,SemMedDB,"irda,orch,phsu",celf
C0011849,COEXISTS_WITH,C0009566,208.0,SemMedDB,dsyn,patf
C0087111,USES,C0257343,208.0,SemMedDB,topp,"orch,phsu"
C1449577,USES,C1511790,208.0,SemMedDB,lbpr,topp
C1448177|7124,PRODUCES,C0028128,208.0,SemMedDB,"aapp,gngm","bacs,inch,orch"
C0031727,INTERACTS_WITH,C0243077,208.0,SemMedDB,"aapp,enzy",chvf
C0019993,TREATS,C1457887,208.0,SemMedDB,hlca,sosy
C0026019,USES,C0003241,208.0,SemMedDB,lbpr,"aapp,gngm"
C0013227,TREATS,C0004153,208.0,SemMedDB,phsu,dsyn
C1280903,TREATS,C0034693,208.0,SemMedDB,topp,mamm
C0395256,TREATS,C0030705,208.0,SemMedDB,topp,podg
C0450442,TREATS,C0026986,208.0,SemMedDB,chvf,neop
C0087111,USES,C0079883,208.0,SemMedDB,topp,aapp
C0004259,TREATS,C0027092,208.0,SemMedDB,"orch,phsu",dsyn
C0003242,ASSOCIATED_WITH,C0003873,208.0,SemMedDB,"aapp,gngm,imft",dsyn
C0028420,TREATS,C0030705,208.0,SemMedDB,"orch,phsu",podg
C0282554,ASSOCIATED_WITH,C0012634,208.0,SemMedDB,"aapp,gngm",dsyn
C0030896,TREATS,C0030705,208.0,SemMedDB,"antb,nnon,phsu",podg
C0220908,USES,C1510438,208.0,SemMedDB,diap,lbpr
C0002766,TREATS,C0001792,208.0,SemMedDB,topp,"aggp,humn,popg"
C0040399,USES,C0450042,208.0,SemMedDB,diap,medd
C0011777,PREVENTS,C0027497,208.0,SemMedDB,"orch,phsu",sosy
C0347988,COEXISTS_WITH,C0060600,208.0,SemMedDB,elii,hops
C0752312,STIMULATES,C0031715,208.0,SemMedDB,"aapp,gngm",moft
C0022885,USES,C1261188,208.0,SemMedDB,lbpr,medd
C0282596,USES,C0444701,208.0,SemMedDB,diap,lbpr
C0729218,TREATS,C0034693,208.0,SemMedDB,"orch,phsu",mamm
C1273869,PREVENTS,C1306577,208.0,SemMedDB,hlca,fndg
C0001551,TREATS,C0007102,208.0,SemMedDB,"imft,phsu",neop
C0014442,INTERACTS_WITH,C0031676,208.0,SemMedDB,"aapp,enzy","bacs,lipd"
C0021753,PRODUCES,C0021760,208.0,SemMedDB,"aapp,gngm","aapp,gngm"
C0087111,TREATS,C0008942,208.0,SemMedDB,topp,"humn,popg"
C0040808,USES,C0043474,208.0,SemMedDB,topp,"nnon,phsu"
C0007090,COEXISTS_WITH,C0439994,208.0,SemMedDB,hops,hops
C0007289,TREATS,C0034693,208.0,SemMedDB,"bacs,orch,phsu",mamm
C0002844,AUGMENTS,C0027651,208.0,SemMedDB,horm,neop
C0196576,TREATS,C0007286,208.0,SemMedDB,topp,dsyn
C0017725,ASSOCIATED_WITH,C0021655,208.0,SemMedDB,"bacs,phsu",patf
C0087111,TREATS,C0679466,208.0,SemMedDB,topp,mobd
C0007634,INTERACTS_WITH,C0029431,208.0,SemMedDB,cell,cell
C0070166,TREATS,C0010054,208.0,SemMedDB,"orch,phsu",dsyn
C0080055|7157,ASSOCIATED_WITH,C0027651,208.0,SemMedDB,"aapp,gngm",neop
C0278602,TREATS,C0030705,208.0,SemMedDB,prog,podg
C1448177|7124,INTERACTS_WITH,C0079189,207.0,SemMedDB,"aapp,gngm",aapp
C0019080,COEXISTS_WITH,C0012634,207.0,SemMedDB,"fndg,patf",dsyn
C0009630,AUGMENTS,C0023884,207.0,SemMedDB,aapp,bpoc
C0221198,COEXISTS_WITH,C0002395,207.0,SemMedDB,fndg,dsyn
C0009429,USES,C0796392,207.0,SemMedDB,topp,"aapp,phsu"
C0021778,TREATS,C0264490,207.0,SemMedDB,topp,dsyn
C0025153,TREATS,C0024535,207.0,SemMedDB,"orch,phsu",dsyn
C0019134,INHIBITS,C0016011,207.0,SemMedDB,"bacs,carb,phsu","aapp,gngm"
C0087111,TREATS,C0543419,207.0,SemMedDB,topp,"fndg,patf"
C0543467,USES,C1364818,207.0,SemMedDB,topp,aapp
C0854643,TREATS,C0030705,207.0,SemMedDB,topp,podg
C0013227,TREATS,C0042029,207.0,SemMedDB,phsu,dsyn
C0086511,TREATS,C0003864,207.0,SemMedDB,topp,dsyn
C0024868,USES,C1516801,207.0,SemMedDB,lbpr,lbpr
C0199176,USES,C0042313,207.0,SemMedDB,topp,"aapp,antb"
C0729218,TREATS,C0030705,207.0,SemMedDB,"orch,phsu","humn,podg"
C0021044,USES,C0010803,207.0,SemMedDB,lbpr,"aapp,gngm"
C1257987,STIMULATES,C0166417,207.0,SemMedDB,"orch,phsu","aapp,gngm"
C0009244,TREATS,C0003125,207.0,SemMedDB,topp,mobd
C0008838,TREATS,C0007138,207.0,SemMedDB,"inch,phsu",neop
C0180860,USES,C0028736,207.0,SemMedDB,medd,mnob
C0021896,TREATS,C0034693,207.0,SemMedDB,topp,mamm
C0013227,TREATS,C0031831,207.0,SemMedDB,phsu,"humn,prog"
C1515075,USES,C0010654,207.0,SemMedDB,topp,aapp
C0150370,USES,C0013227,207.0,SemMedDB,topp,phsu
C1968515,USES,C0677453,207.0,SemMedDB,medd,mnob
C0042866,TREATS,C0001792,207.0,SemMedDB,phsu,"aggp,humn"
C1510438,USES,C0035028,207.0,SemMedDB,lbpr,topp
C0087111,USES,C0034625,207.0,SemMedDB,topp,phsu
C1101610,ASSOCIATED_WITH,C0029925,207.0,SemMedDB,bacs,neop
C0033684,INTERACTS_WITH,C0007600,207.0,SemMedDB,"aapp,gngm",cell
C0030095,TREATS,C0020114,207.0,SemMedDB,"aapp,horm,phsu","grup,humn"
C0036411,TREATS,C0035305,207.0,SemMedDB,topp,dsyn
C0035696,DISRUPTS,C0040711,207.0,SemMedDB,bacs,genf
C0206080,TREATS,C0019270,207.0,SemMedDB,topp,"anab,dsyn"
C0024432,PRODUCES,C0282554,207.0,SemMedDB,cell,"aapp,gngm"
C1273869,TREATS,C0870646,207.0,SemMedDB,hlca,"humn,popg"
C0087111,TREATS,C0279000,207.0,SemMedDB,topp,neop
C0085217,TREATS,C0030705,207.0,SemMedDB,"inch,phsu","humn,podg"
C0728940,USES,C0003232,207.0,SemMedDB,topp,antb
C0413381,TREATS,C0030705,207.0,SemMedDB,topp,podg
C1273869,TREATS,C0948265,207.0,SemMedDB,hlca,dsyn
C0018546,TREATS,C0011206,207.0,SemMedDB,"orch,phsu",mobd
C0039038,TREATS,C0020538,207.0,SemMedDB,topp,dsyn
C0030520,TREATS,C0030705,207.0,SemMedDB,"aapp,horm,phsu",podg
C0040808,USES,C0016018,207.0,SemMedDB,topp,phsu
C0013216,TREATS,C0879626,207.0,SemMedDB,topp,patf
C0681814,USES,C0599927,207.0,SemMedDB,resa,"lbpr,mbrt"
C0073379,TREATS,C0030705,207.0,SemMedDB,"orch,phsu","humn,podg"
C0598312,COEXISTS_WITH,C0080129,207.0,SemMedDB,genf,genf
C0687732,USES,C0004057,207.0,SemMedDB,topp,"orch,phsu"
C0012634,COEXISTS_WITH,C0560175,207.0,SemMedDB,dsyn,fndg
C0030015,COEXISTS_WITH,C0043047,207.0,SemMedDB,inch,inch
C0021368,COEXISTS_WITH,C0242488,207.0,SemMedDB,patf,inpo
C0687732,USES,C0042210,207.0,SemMedDB,topp,"imft,phsu"
C0242349,USES,C0443640,207.0,SemMedDB,lbpr,aapp
C1533685,USES,C0010137,207.0,SemMedDB,topp,phsu
C0184661,PREVENTS,C1457887,207.0,SemMedDB,"hlca,topp",sosy
C0052432,TREATS,C0024535,207.0,SemMedDB,"orch,phsu",dsyn
C0277785,COEXISTS_WITH,C0020179,207.0,SemMedDB,patf,dsyn
C0183309,USES,C0309989,206.0,SemMedDB,medd,phsu
C0034618,TREATS,C0032000,206.0,SemMedDB,topp,neop
C0087111,TREATS,C0679670,206.0,SemMedDB,topp,popg
C0282774,TREATS,C0034693,206.0,SemMedDB,"orch,phsu",mamm
C0040732,TREATS,C0019187,206.0,SemMedDB,topp,dsyn
C0034618,TREATS,C0599755,206.0,SemMedDB,topp,popg
C1511790,USES,C0600596,206.0,SemMedDB,topp,resd
C0030903,TREATS,C0026809,206.0,SemMedDB,"orch,phsu",mamm
C0920269,COEXISTS_WITH,C0006826,206.0,SemMedDB,"comd,patf",neop
C0394162,TREATS,C0004936,206.0,SemMedDB,topp,mobd
C0165032,TREATS,C0030705,206.0,SemMedDB,"orch,phsu",podg
C0037995,TREATS,C0020532,206.0,SemMedDB,topp,dsyn
C0003360,TREATS,C0002103,206.0,SemMedDB,phsu,dsyn
C0017382,TREATS,C0015576,206.0,SemMedDB,topp,"famg,humn"
C0185181,TREATS,C0014848,206.0,SemMedDB,topp,dsyn
C1510438,USES,C0017776,206.0,SemMedDB,lbpr,aapp
C1964029,TREATS,C0008059,206.0,SemMedDB,topp,"aggp,humn"
C0008377,COEXISTS_WITH,C0023821,206.0,SemMedDB,bacs,"aapp,bacs,gngm"
C1511790,USES,C0175723,206.0,SemMedDB,topp,medd
C0872913,TREATS,C0030705,206.0,SemMedDB,"aapp,phsu",podg
C1868801,TREATS,C0027627,206.0,SemMedDB,topp,neop
C1268567,TREATS,C0007134,206.0,SemMedDB,phsu,neop
C1171892|7422,AUGMENTS,C0031164,206.0,SemMedDB,"aapp,gngm",npop
C0027882,PRODUCES,C0023610,206.0,SemMedDB,cell,aapp
C0034618,TREATS,C0684550,206.0,SemMedDB,topp,neop
C0012798,TREATS,C0857121,206.0,SemMedDB,phsu,fndg
C0740166,TREATS,C0019080,206.0,SemMedDB,topp,fndg
C0001280,PRODUCES,C0079189,206.0,SemMedDB,cell,aapp
C0033684,INTERACTS_WITH,C0023688,206.0,SemMedDB,"aapp,bacs",chem
C1515075,TREATS,C0021294,206.0,SemMedDB,topp,"aggp,humn"
C0013227,TREATS,C0007682,206.0,SemMedDB,phsu,dsyn
C0035139,USES,C1140627,206.0,SemMedDB,topp,medd
C0006230,TREATS,C0043210,206.0,SemMedDB,"orch,phsu","humn,popg"
C0042866,ASSOCIATED_WITH,C0026769,206.0,SemMedDB,strd,dsyn
C0543467,TREATS,C0021359,206.0,SemMedDB,topp,"dsyn,patf"
C0007634,PRODUCES,C0034786|367,206.0,SemMedDB,cell,"aapp,gngm"
C0033511,TREATS,C0020550,206.0,SemMedDB,"nnon,phsu",dsyn
C0299583,TREATS,C0008059,206.0,SemMedDB,"aapp,horm","aggp,humn"
C0035028,USES,C0008546,206.0,SemMedDB,topp,aapp
C0024485,USES,C0309093,206.0,SemMedDB,diap,phsu
C0033684,DISRUPTS,C0040649,206.0,SemMedDB,"aapp,bacs",genf
C1515075,USES,C0000545,206.0,SemMedDB,topp,"bacs,lipd"
C0546824,TREATS,C0021359,206.0,SemMedDB,topp,"dsyn,patf"
C0042210,TREATS,C0021400,206.0,SemMedDB,"imft,phsu",dsyn
C0012737,TREATS,C0043210,206.0,SemMedDB,topp,"humn,popg"
C0030016,ASSOCIATED_WITH,C0017638,206.0,SemMedDB,"aapp,gngm",neop
C0079419|7157,ASSOCIATED_WITH,C0001418,206.0,SemMedDB,"aapp,gngm",neop
C0004153,COEXISTS_WITH,C0003873,206.0,SemMedDB,dsyn,dsyn
C0015772,TREATS,C0030705,206.0,SemMedDB,"orch,phsu","humn,podg"
C3665674,USES,C0179574,206.0,SemMedDB,topp,medd
C0087111,TREATS,C1520166,206.0,SemMedDB,topp,emod
C0018549,TREATS,C0034693,206.0,SemMedDB,"orch,phsu",mamm
C0034618,PREVENTS,C0600688,206.0,SemMedDB,topp,inpo
C0023570,TREATS,C0026809,206.0,SemMedDB,"aapp,nsba,phsu",mamm
C0030705,USES,C0024861,206.0,SemMedDB,"humn,podg",medd
C0004611,PRODUCES,C0870883,206.0,SemMedDB,bact,bacs
C0008625,COEXISTS_WITH,C0006826,206.0,SemMedDB,comd,neop
C0242606,COEXISTS_WITH,C0020538,206.0,SemMedDB,comd,dsyn
C1533685,TREATS,C0007286,206.0,SemMedDB,topp,dsyn
C0043047,INTERACTS_WITH,C0033684,206.0,SemMedDB,"inch,phsu","aapp,bacs"
C0003289,TREATS,C0043210,206.0,SemMedDB,phsu,"humn,popg"
C0087111,PREVENTS,C0085298,206.0,SemMedDB,topp,patf
C0085174,PREVENTS,C0032797,206.0,SemMedDB,"eico,orch,phsu",patf
C0087111,TREATS,C0009319,206.0,SemMedDB,topp,dsyn
C1441129,TREATS,C0020550,206.0,SemMedDB,phsu,dsyn
C0680063,INTERACTS_WITH,C0026591,206.0,SemMedDB,famg,famg
C0012968,TREATS,C0034693,206.0,SemMedDB,"bacs,orch,phsu",mamm
C1448177|7124,STIMULATES,C0162772,206.0,SemMedDB,"aapp,gngm","bacs,elii"
C0007634,PRODUCES,C0004358,205.0,SemMedDB,cell,"aapp,gngm"
C0585464,TREATS,C0030705,205.0,SemMedDB,topp,podg
C0039593,USES,C0728940,205.0,SemMedDB,resa,topp
C1448177|7124,STIMULATES,C0027950,205.0,SemMedDB,"aapp,gngm",cell
C0040808,USES,C1515075,205.0,SemMedDB,"resa,topp",topp
C0728940,TREATS,C0277565,205.0,SemMedDB,topp,dsyn
C0035139,USES,C0038257,205.0,SemMedDB,topp,medd
C0027361,USES,C0043143,205.0,SemMedDB,popg,medd
C1293116,USES,C1579319,205.0,SemMedDB,hlca,"imft,phsu"
C0025646,STIMULATES,C0025831,205.0,SemMedDB,aapp,"aapp,gngm"
C1415068|2697,ASSOCIATED_WITH,C0028754,205.0,SemMedDB,gngm,dsyn
C0042210,DISRUPTS,C0018903,205.0,SemMedDB,"aapp,imft",moft
C0242349,USES,C0003242,205.0,SemMedDB,lbpr,"aapp,gngm"
C0005955,INTERACTS_WITH,C0007634,205.0,SemMedDB,cell,cell
C0436247,TREATS,C0030705,205.0,SemMedDB,topp,podg
C0008972,USES,C0035139,205.0,SemMedDB,resa,topp
C0040574,TREATS,C0595921,205.0,SemMedDB,topp,dsyn
C0011306,INTERACTS_WITH,C0007634,205.0,SemMedDB,cell,cell
C0017337,AUGMENTS,C0040649,205.0,SemMedDB,"aapp,gngm",genf
C0032821,STIMULATES,C0001473,205.0,SemMedDB,"bacs,elii",gngm
