SUBJECT_CUI,OBJECT_CUI
C0031979,C4510691
C0028902,C0025294
C0114875,C0023860
C0249529,C0024286
C0121902,C0151970
C0002556,C0521173
C0389169,C0694549
C3273430,C0700359
C1565750,C0338873
C3273401,C0520909
C0005059,C0038525
C0016367,C0002994
C4018471,C0015652
C0877860,C0019061
C0071839,C0042998
C0055819,C0086445
C0540694,C0020541
C0022860,C0040034
C0012201,C0009766
C0062648,C1263758
C0055729,C0729772
C4279743,C0398775
C0003286,C0271152
C0013023,C0157749
C4301607,C0029106
C0066522,C0494475
C1445578,C0023860
C4045511,C0162316
C1135662,C4708088
C0001645,C1609538
C3255208,C0026847
C0719064,C0027498
C0076195,C2267231
C0070072,C0042135
C0036078,C1318973
C4682397,C1272017
C1456409,C0745136
C0037663,C0015503
C0298067,C0235025
C2828245,C0149704
C2353244,C0020461
C3661282,C0019202
C0055729,C0013882
C5139676,C0340970
C0076115,C0271693
C0003451,C0220994
C0060194,C0027873
C0012066,C0042998
C2717021,C0005138
C0048306,C0338873
C0753645,C0275842
C0059772,C0017536
C0531104,C0027819
C0298067,C0001126
C0024002,C1960764
C4045511,C0149922
C2743630,C0002726
C1443650,C0033246
C0007248,C0020473
C0064870,C0014121
C0109002,C0271932
C0008996,C0376358
C0039468,C0019212
C0011707,C0751122
C3273827,C0153467
C0527129,C0008677
C0301304,C0155264
C3490795,C0346421
C4519728,C0001263
C0085154,C1563054
C0732165,C0349649
C0540623,C0272230
C0074774,C0020625
C3832882,C0154639
C1373120,C0162836
C0062941,C0009319
C0041098,C0014179
C0052762,C0600177
C0071132,C0001403
C0521941,C0018621
C0034283,C0343337
C0028027,C0520767
C0541315,C0040038
C0121902,C0019151
C0244656,C0040921
C0030125,C0020473
C0257190,C0271084
C1435444,C1504336
C0073371,C0570328
C4519194,C0151874
C3852841,C0151940
C0055860,C0423234
C0028356,C0043250
C0006674,C0011636
C0595726,C0221013
C0058425,C1562430
C0025605,C2936328
C0057678,C0035436
C0060282,C0025218
C0014563,C1504336
C0009053,C0035204
C0033228,C0153289
C0032483,C0027051
C3253985,C0024440
C0006464,C0014836
C0074757,C0030783
C0025853,C0035344
C2828299,C0271790
C0026196,C0684275
C0071074,C0034886
C0354100,C1704431
C0025611,C0003125
C3179535,C0242350
C0059868,C0014733
C0076703,C0010380
C0054066,C0275979
C0069776,C0524910
C0103049,C1276801
C0108124,C0001261
C0052940,C1563054
C0031448,C0043037
C4694272,C0010417
C0055339,C3839346
C0012525,C4275067
C0000618,C0242855
C0076653,C0342731
C0075632,C4076057
C0262965,C0231528
C0796392,C0524662
C0279175,C0572583
C2001856,C0949690
C0001655,C0456103
C0006657,C0009768
C0013162,C0011882
C3266849,C0854215
C0012306,C0006444
C4086895,C0919659
C0050436,C0029408
C0249529,C0023281
C0065936,C1960925
C0053523,C0006309
C0052865,C0007780
C3848532,C0013390
C0006711,C0006267
C0041030,C0005747
C2353893,C0272322
C0038317,C0002895
C0031007,C0524702
C0015689,C0014553
C2348308,C0005684
C3713057,C0040252
C0073992,C0034012
C0771655,C0151740
C0014479,C0598608
C5435024,C3698411
C0072916,C0022876
C0075262,C0339143
C0041086,C0031099
C0085154,C0278140
C0023870,C0751362
C0054259,C0011633
C1566826,C0242362
C0028156,C0085652
C0376560,C0036980
C0025042,C2936781
C0037111,C0019061
C0022614,C0040954
C0047506,C0278678
C0020933,C0406326
C0108121,C0008677
C0007551,C0085166
C0041030,C0006105
C0872913,C2215257
C0301409,C0342634
C0671970,C1328504
C0040867,C2936781
C3653501,C0022660
C0072980,C0003175
C0031978,C0423775
C0001617,C0042485
C1874451,C0020479
C0025625,C0339968
C0052946,C0040250
C0015021,C0010346
C2348593,C0023269
C0086130,C0733682
C0103049,C0520775
C0060237,C0039483
C0010934,C0001207
C0054836,C0037769
C0015491,C0011881
C0003402,C0006846
C0016377,C0917798
C4330502,C0020651
C2719767,C0041912
C0040867,C0339932
C0031469,C0524851
C0245194,C0009450
C0038792,C0032371
C0055900,C0153467
C0085259,C0021053
C1999375,C0398775
C0070455,C0271429
C0021081,C0000821
C0724693,C0032914
C0935989,C0232940
C0003968,C0001622
C0039644,C1504336
C0593802,C0038525
C2350948,C0004364
C0035661,C0019158
C0068334,C0276926
C0012093,C0085166
C2827667,C0684256
C0008845,C0020179
C0003367,C0276653
C0041056,C0162568
C0011707,C0264115
C0262965,C0341823
C0591251,C0151908
C1567130,C0085109
C0043832,C0011616
C3817397,C0009088
C0015689,C0276226
C0022635,C0039614
C0014432,C0030201
C0060580,C0494475
C1738934,C0339296
C0262960,C0948441
C0543448,C0000814
C0028833,C1720498
C0733397,C2584877
C4045234,C0149911
C0253355,C0006852
C0025872,C0015230
C4279599,C0152515
C0004015,C0276754
C0020273,C0040185
C0028126,C0013338
C0014695,C0426639
C0007404,C0276754
C0000477,C0155919
C0003639,C0035436
C0022614,C0349790
C0068314,C0546837
C0009262,C0343386
C0002199,C0004364
C0074568,C0020626
C0003524,C1565489
C0021658,C0023290
C0040382,C1565489
C1508750,C0024291
C0039663,C0024790
C0116569,C0036916
C3713860,C1303258
C0041041,C1319317
C3195420,C0409818
C0354100,C0031046
C2045867,C0039131
C0081408,C4040491
C0004906,C1263758
C0028741,C0039103
C0012802,C0153193
C0040610,C0006181
C2717174,C0024198
C0031447,C0235238
C0011785,C0025323
C0206460,C0751967
C0003442,C0009319
C0007404,C0149523
C4740904,C1168250
C0145185,C0003864
C0054235,C0041341
C0043047,C0011636
C0060400,C0006444
C0051556,C0232940
C1567130,C0242422
C0052772,C0276228
C0055775,C1269831
C0077004,C0006060
C0053336,C0030759
C4301624,C0002880
C0033567,C0038220
C0005041,C0341823
C3502652,C0040147
C0075262,C0406317
C0031849,C0850149
C0676831,C0272322
C0008174,C0011860
C0028741,C0007847
C0071143,C1562543
C3179547,C0239946
C0000618,C0036992
C0021186,C0015230
C0078844,C0205944
C0527038,C0010340
C0071105,C0151636
C3492889,C2931788
C0164386,C0520577
C0025405,C0007787
C0005088,C4687714
C3502652,C0022116
C0065374,C0042769
C0025506,C0349790
C1881172,C0039103
C0937917,C0151636
C0078811,C0700502
C0027348,C0001125
C0044401,C0003872
C0085542,C1328252
C3659266,C1269683
C0126120,C0020676
C0004743,C0027819
C1506770,C0392618
C0086728,C0162836
C0281666,C0023461
C1562242,C2973725
C0076653,C0428974
C0002697,C0475811
C0877880,C0342882
C0533545,C0008679
C4549503,C0003969
C2348248,C0276026
C3714499,C0003175
C0076705,C0023976
C0060274,C0398623
C0077497,C0747256
C0016366,C0027773
C3852726,C0395818
C0012291,C4275067
C0038418,C0221765
C0162745,C0007820
C0963839,C0011860
C0796392,C0917798
C2746078,C1959799
C0525678,C0206682
C0010590,C1260880
C2983812,C0011616
C3714499,C0241961
C4329353,C0221765
C0069753,C1561643
C0038633,C0014356
C4519269,C0027773
C0700580,C0019572
C0051510,C0262399
C0913506,C0013369
C0066412,C0020514
C0031923,C2711256
C0042679,C0740441
C0071808,C0013428
C0971023,C0042384
C0207683,C2887088
C0025381,C3241937
C4694273,C0036337
C0017642,C0520777
C0262960,C0278140
C0042210,C0151907
C0140575,C1273489
C4519269,C0026603
C0061863,C0085612
C0082607,C0027849
C0771648,C0270549
C2364481,C0007789
C0521942,C0020479
C0077004,C0276089
C0016229,C0948245
C0106291,C0153240
C0377349,C0027708
C1254351,C0242488
C1958126,C0017531
C0016282,C0024141
C2713595,C1328252
C4080053,C0854211
C0031392,C0206062
C3273754,C0024588
C1176329,C0004153
C0145106,C0013369
C0033567,C0206062
C0055895,C0012739
C0008161,C0003873
C2721771,C0020503
C0052772,C0008049
C0003620,C0033581
C3653146,C0040592
C2987603,C0020437
C0873165,C0151907
C0012694,C1527407
C3273807,C0041341
C0046948,C0014121
C0287721,C0276064
C0301409,C0021167
C0164386,C0242422
C0072735,C0035435
C1721377,C0003469
C3854019,C0040997
C0006674,C3203547
C0003448,C0003873
C0065832,C0031946
C0003364,C0011882
C0016967,C0007102
C2987429,C0030590
C0005025,C1960764
C0013015,C0036992
C0386393,C0027831
C0012963,C0238080
C0031447,C0006434
C0008845,C0013395
C0016294,C0023479
C0033124,C0410065
C3489575,C0027145
C0017890,C0949083
C0102139,C0701163
C0031463,C0276075
C1328071,C0035460
C0033568,C0345468
C1435444,C0006111
C0055152,C0002103
C0008318,C0022660
C4519537,C0001206
C0027444,C0153633
C0005088,C0019088
C1122962,C1959799
C0286651,C0267919
C0019453,C0043208
C3886623,C0032024
C0113293,C0013395
C0002563,C0041909
C1695579,C0694549
C2364481,C0687148
C0672663,C0034063
C0008809,C0347176
C5435024,C0338873
C0065152,C0007785
C0038702,C0040553
C0027348,C1269831
C3885063,C2931187
C1099677,C0040560
C2714632,C0546999
C1831731,C0684256
C0041056,C1112709
C0070585,C0020625
C0063077,C0149756
C0053229,C0008350
C0146224,C0340354
C0022209,C0339170
C1831731,C0267509
C1684405,C1320547
C0053230,C0349543
C0023413,C0010043
C0059874,C0333519
C2714632,C0004030
C0009074,C0010200
C0060483,C0019880
C0257685,C0240066
C5222004,C0011860
C2987430,C0031069
C2986924,C0027022
C4519317,C0007193
C0025942,C0029878
C2699179,C0917801
C0032375,C0158996
C0011824,C0007682
C0055775,C0740447
C0001645,C0276089
C3501981,C1959799
C3713860,C0472713
C0009002,C3163829
C2826076,C0151740
C0102139,C0271623
C4301236,C0152936
C0025598,C0009377
C1872109,C0158266
C0020811,C0042769
C3652978,C0032305
C0037567,C0349506
C0009137,C0005697
C0030073,C0036472
C0003385,C0038358
C4064080,C0005699
C1443650,C0549315
C0008241,C0001175
C3272640,C1961099
C0037098,C0023052
C0031507,C2316212
C0595267,C0155919
C0013983,C0275979
C0026056,C0151686
C0020273,C0234119
C0010583,C0549398
C2930789,C3495559
C4317155,C0275550
C0038665,C0520777
C0025644,C0003177
C3852841,C1282500
C0025217,C0152515
C4055380,C0342826
C1882138,C0342938
C0966500,C0546837
C0600296,C0021670
C0025506,C0000821
C0065199,C1269683
C1876200,C0026918
C0913246,C0030499
C0002144,C0004352
C0128513,C0473527
C0724693,C0085682
C0672596,C0038358
C3502471,C0153685
C0059623,C0029106
C0039736,C0018021
C1565750,C0003467
C0116569,C0041466
C3713958,C0012734
C0005070,C0349719
C4550368,C0023443
C0717900,C0343886
C0050461,C0275842
C1832049,C0149516
C0066624,C0035078
C0030817,C0030193
C2698692,C0019156
C0012133,C0032460
C0003211,C0559470
C0004521,C0270549
C0772394,C0004943
C1609165,C1527407
C0534301,C0275959
C0006055,C0271650
C1609165,C1692886
C0012265,C0267436
C1880735,C0002066
C0002520,C0039131
C0030032,C0153193
C0038675,C0042870
C0008281,C0019187
C2931926,C0014173
C0002556,C1260710
C0006809,C0030528
C0906166,C0030567
C3273807,C0577709
C0060400,C0008354
C0008466,C0474368
C0025624,C0152936
C4045501,C0010346
C2987603,C0021670
C0037707,C0013384
C0937917,C0022548
C3536880,C0024291
C0136123,C0009319
C0206255,C0206526
C0076456,C0002453
C0537670,C0024301
C0071129,C1135868
C4743552,C3875321
C0003374,C0424620
C0772501,C0085631
C0005117,C0043037
C0055775,C0036271
C0603972,C0019880
C0035100|5972,C0026961
C2930789,C0016034
C0009002,C0014358
C2745274,C0341697
C0391001,C0175167
C0289884,C0151744
C0036720,C0684275
C1684405,C0035222
C0008223,C0343402
C0019588,C0010674
C0082608,C0033975
C0031638,C0031157
C0301527,C0036285
C0034665,C0040261
C0015133,C0376175
C0126789,C0004623
C0017687,C0037763
C2001271,C0023976
C0904505,C0423775
C0015046,C0011847
C0005301,C0243002
C4050579,C0000880
C0073983,C0007682
C0009011,C0001125
C1145759,C0235025
C0771221,C2981142
C0041086,C0558595
C0065831,C0001207
C0034283,C0151317
C0033511,C0085437
C0055711,C0013595
C1721339,C0155440
C0003018,C0006309
C0006686,C0424620
C4079805,C0020542
C3859426,C0006840
C0075870,C0016034
C0003524,C0019655
C4726765,C3241937
C0008161,C0153193
C0070620,C0039240
C0023870,C0040185
C2973895,C0751362
C0003015,C0018081
C0068314,C0858321
C0060276,C0270327
C0002645,C0004771
C0531104,C1531702
C4694272,C0001511
C1562242,C0949083
C0732165,C0033777
C1456408,C0153579
C0004147,C0025007
C3537192,C0686347
C3885614,C0009377
C0042071,C0034686
C0074676,C0011606
C0008838,C1261256
C0289313,C0021390
C0080356,C0162810
C0001367,C0027726
C0003370,C0347176
C4301626,C0037299
C0591251,C1384589
C0164386,C0029396
C0013065,C0524909
C0043872,C0175167
C0009137,C0039445
C0128513,C0743332
C0071972,C0234119
C0053229,C0281361
C0066282,C0949690
C2698152,C0032987
C0105750,C0156677
C1176315,C1531702
C2001856,C0392164
C0663448,C0014550
C1137427,C0040185
C1566826,C0022578
C0025887,C0023443
C0064164,C0151449
C0043832,C0024301
C0074554,C0042571
C0600203,C0039621
C0376160,C0271623
C0025575,C0004626
C4291409,C0588233
C3659266,C0860594
C1955474,C0002103
C0024027,C0029106
C0762737,C0475811
C0020336,C1290884
C0293359,C0019189
C1718097,C0497327
C0206460,C0006413
C0075870,C0558595
C0164386,C0393735
C4084478,C0406482
C0064079,C0042571
C0113293,C0442874
C0009079,C4040491
C2346836,C0020542
C0007562,C0034886
C0008845,C0030528
C0025598,C0030201
C0042313,C0019189
C0060501,C4722085
C0017631,C0030319
C0851344,C0032460
C0297635,C0231403
C0058181,C0155213
C0059772,C0241910
C2349941,C0152946
C0105750,C0022972
C0288672,C0156393
C0001443,C0001175
C0020268,C0085166
C0003364,C0149516
C3652618,C0041912
C0058056,C0261439
C0069610,C1320547
C0055900,C0032768
C4055380,C4040491
C0663182,C0011849
C1831905,C0395818
C0031412,C0032460
C0382131,C0341950
C0003143,C0023461
C0963398,C0751434
C0075432,C0012739
C0002335,C1276092
C0796392,C0012734
C0674428,C0403643
C0068314,C4708088
C0070549,C0221765
C0301375,C0241910
C0053229,C0028326
C0109002,C0149985
C0028356,C0238198
C0011777,C0036992
C0795635,C0151467
C0041014,C0029408
C3853822,C0220756
C0040869,C1321756
C0071972,C0158996
C0017718,C0019202
C0069739,C0008149
C0388088,C0027947
C0013232,C0152946
C4278675,C0002874
C0027396,C1135868
C0129022,C0026987
C0165312,C4076057
C0017628,C0020630
C3179929,C0025218
C0289313,C0019156
C0083381,C0030590
C0039286,C0014175
C0571665,C0041234
C0246689,C0033775
C0025611,C0003615
C0004482,C0022573
C1579410,C3203356
C0006711,C2960008
C0038742,C0558595
C0053882,C0151482
C0218986,C1272017
C0249458,C0040034
C0025217,C0271650
C0376607,C0272373
C0054259,C0004604
C0600296,C0041327
C0043328,C0013395
C3817397,C1134719
C4078312,C0275959
C0025376,C0275979
C0718050,C0851578
C0040374,C0018790
C0140575,C0151907
C0573951,C0497327
C3661283,C0024419
C4301624,C0151686
C0600296,C0002994
C0014704,C0392445
C4519126,C0032994
C0003308,C0349009
C3896940,C0341950
C0031408,C0040034
C0024480,C1561643
C0022957,C0524910
C0016410,C0221392
C0043328,C0311375
C0936139,C0006413
C0009079,C0022658
C0060580,C0339932
C0039623,C0282193
C1435444,C0002963
C2986924,C0238052
C0031469,C0687148
C0060389,C0338437
C0066805,C1290159
C1373120,C0238080
C0002371,C0238198
C0033254,C0010418
C0301527,C2733595
C0008318,C0600260
C1527392,C2239176
C0140575,C0002351
C0001927,C0036992
C0291772,C0233523
C0676831,C0151907
C0108124,C0010674
C3661282,C0334634
C4049146,C0155880
C2987648,C0025306
C0007560,C0152171
C0012798,C0000814
C0624744,C0036980
C0036071,C0030848
C1704271,C0936215
C0027996,C3495559
C4505511,C0019348
C0066805,C0014742
C0969589,C0342257
C0724587,C1319317
C0378466,C0020550
C3658210,C0037036
C0071129,C0153290
C0717537,C0004031
C0908935,C0041351
C1955474,C0024530
C0907349,C1112209
C0012694,C0007787
C0010711,C1827301
C0005099,C0494475
C0304571,C0275982
C1507354,C0267176
C0002475,C0151721
C0059874,C0349636
C4301781,C0022661
C0066411,C0013295
C0025497,C0029076
C0000981,C2316212
C0282519,C0019189
C0003018,C3241937
C0051241,C0006142
C0042523,C0085394
C0031453,C0010418
C0147037,C0085610
C0073633,C0039503
C0005311,C0278701
C2348308,C0221406
C0005301,C0235063
C3272344,C0034735
C0546859,C0343730
C3179535,C0014547
C2713008,C0080274
C0007551,C0023890
C0028094,C0085278
C3489764,C0153685
C0055461,C0019345
C0209315,C0030807
C0034245,C0153246
C0032912,C0270425
C0245519,C0276926
C0003639,C0040921
C0040899,C0039240
C4726929,C0008325
C0039512,C0343500
C0961781,C0238111
C2935023,C0004610
C0072857,C0041341
C0126777,C0342543
C0301375,C0013595
C0054066,C0002792
C0017725,C0033581
C3179535,C5192106
C0013085,C0025281
C0085173,C2316212
C0003596,C0040262
C0012288,C0022972
C1328071,C0003864
C0379881,C0043092
C0031990,C0206754
C0040349,C0014175
C1099677,C0011633
C0287983,C0035457
C0052585,C0023467
C4720053,C0751122
C0012525,C0005683
C4079208,C2937222
C0672663,C0018190
C3266849,C0267963
C0907850,C0042998
C0020273,C0006852
C0010711,C0033246
C0246330,C0024115
C0005116,C0005138
C1176316,C1272826
C0386393,C2981142
C0020273,C0004604
C0003204,C0271650
C2745274,C0002871
C2607750,C0936215
C1268900,C0037274
C2348593,C0017601
C0000473,C0030636
C2348593,C0232058
C4080052,C0011644
C0070570,C0018799
C0015505,C0343386
C0000981,C0011644
C0055775,C0029453
C0376607,C0155804
C0051691,C0010346
C1136535,C0549315
C0302210,C0003177
C0037537,C0085438
C0010711,C0085109
C0039468,C0019187
C0541315,C0034065
C1957370,C0026769
C0050558,C0275556
C3252090,C0019158
C1516119,C0401160
C0718043,C0009770
C0053523,C0275555
C2974540,C0241310
C0936150,C0275959
C0040615,C0027092
C0036078,C0392618
C1453642,C0022602
C4519740,C0007785
C5139717,C0018801
C0595265,C0032897
C0025912,C0002418
C0754647,C0348898
C3273827,C0085656
C0030895,C0029453
C4505508,C0010690
C0039902,C0024530
C1268900,C0342882
C0042211,C1761609
C0010192,C0006287
C0032594,C0151714
C0663182,C0157749
C0008793,C0349649
C0022059,C0032269
C0003166,C3203356
C2713632,C0032463
C0002658,C1827266
C0006400,C0221765
C0700546,C0343532
C4287804,C0149925
C0052416,C0241310
C0771259,C0154640
C0028902,C0043208
C3713057,C0027819
C0003620,C0002994
C0386393,C0149756
C0023556,C0041228
C0075432,C0036830
C0069805,C0221074
C4078312,C0153188
C0006466,C0259799
C0003018,C0018621
C0969589,C0154639
C0165603,C1275317
C0063841,C0275979
C2983945,C0221392
C0028476,C0003615
C0600901,C0022573
C0015772,C0019693
C4535718,C0022408
C0058446,C0018213
C0040989,C0010691
C1130428,C0017531
C2698371,C0221023
C0393022,C0018799
C0050436,C2931187
C2930696,C0042487
C0068333,C0396072
C0005575,C0041296
C0068700,C1384514
C0077089,C0238061
C0002421,C0009768
C0006388,C0243002
C0004015,C0342543
C0023566,C0021141
C0033306,C0011334
C0051150,C0016436
C4519114,C0085278
C0016365,C0349774
C0003195,C0346161
C0123091,C0006849
C0772501,C0026987
C1313616,C0020179
C0016245,C0855095
C1948374,C0031485
C4723629,C0021390
C0382131,C0867389
C0595265,C0342881
C0771655,C0085438
C0039840,C0035436
C3859426,C0024143
C0064079,C1320547
C0021734,C0022548
C0041041,C0349790
C3714801,C0029396
C0066685,C0238452
C0007974,C0079487
C0025381,C0549315
C0004499,C0013882
C0051556,C0151907
C0012381,C0236830
C0075870,C0039263
C2699709,C0040261
C0022642,C0271066
C0127615,C1527383
C0040610,C0008533
C2744790,C2316460
C4045234,C0031090
C0893761,C0086227
C3490795,C0153193
C0072865,C0033246
C0108938,C0276725
C0054340,C0036202
C0039865,C1623040
C0379200,C0267167
C3501981,C0235950
C0286738,C0600177
C0671970,C1260880
C1700730,C0014347
C0063077,C0162565
C0383429,C4543165
C0052796,C0220989
C0059865,C0007847
C3661450,C0400968
C0077081,C0149922
C0018242,C0003862
C4257011,C0022658
C0663733,C0457949
C0015505,C0149922
C2713632,C0000814
C4257011,C0085610
C0030125,C0278140
C0354604,C0155814
C0300205,C1275317
C2000145,C0238425
C0025912,C0035455
C3653316,C0242339
C2744960,C0002736
C0059690,C0004771
C0003286,C0040028
C0051510,C0023860
C0008838,C0012734
C0018165,C0558595
C4482908,C0029077
C4519537,C0175167
C0971579,C0002103
C0596087,C0311375
C0025810,C0687148
C0027373,C0856169
C0016298,C0002736
C0042845,C0581358
C2714632,C0238298
C0916062,C0221032
C0063449,C0034067
C4279601,C0153240
C0069392,C0338908
C0060580,C0036916
C0047625,C0006848
C3529352,C0524910
C0024977,C0042769
C2980074,C0009769
C3266849,C0024586
C0674428,C0085159
C0244656,C1274988
C0043872,C1510471
C3529928,C0342634
C0038742,C0345468
C0012472,C0023343
C2717021,C0271578
C0035629,C1275126
C0052762,C0302592
C0010648,C0008354
C0058895,C0007102
C0140591,C1318973
C4694273,C0085278
C0036071,C0035328
C0039601,C0155877
C0007551,C0566602
C0016293,C0036202
C0021747,C0023241
C0002640,C0206525
C0129022,C0026603
C0254211,C0349543
C0525079,C0035412
C1174893,C1288351
C0085228,C0334634
C0002598,C0085580
C0048044,C0152936
C0002772,C0022104
C0031507,C0027873
C3651264,C0024894
C0129975,C0549315
C0108111,C0002831
C0001465,C0392784
C3490348,C0149871
C1566537,C0037383
C0008425,C1261256
C1609165,C0152020
C0015980|3439,C1384600
C0009011,C0153225
C0540623,C0005699
C0753645,C0346974
C0010192,C0406317
C0043832,C0020541
C0123903,C0022972
C0070563,C0027662
C2721771,C4275067
C0071143,C0153594
C0039834,C0524910
C4305843,C0271638
C2718773,C2887088
C2347624,C0026918
C2350948,C0585362
C0034283,C1263846
C0041056,C0032994
C1579373,C2215257
C1172636,C0242584
C0010592,C1961835
C0003290,C0276755
C0358591,C0152936
C1609931,C0347950
C1136535,C0023449
C3652978,C1720498
C0039663,C0027145
C0376541,C0027430
C0525227,C0393735
C1507354,C0401149
C3854019,C0004943
C0053105,C0035439
C0030049,C0278139
C2586675,C0520909
C0015879,C0740441
C1684405,C0001264
C0525678,C0043388
C0007537,C0018834
C0117996,C0745138
C1872109,C0278701
C0005330,C0024591
C0143993,C0024138
C0002645,C0016470
C0046100,C0600041
C1958126,C0018834
C2828299,C0521173
C0301366,C0729587
C3652612,C0221406
C0146011,C0272286
C3657270,C0022660
C1997549,C0001264
C4086553,C0342881
C0024730,C0156543
C0000992,C0014121
C0016367,C1720135
C0288792,C0456107
C0001040,C0349636
C2698152,C0032463
C4079805,C0272286
C0039834,C0039483
C0251504,C0003962
C2699179,C0004364
C0005117,C0036980
C0171023,C0002438
C0045093,C0472713
C4541383,C0341106
C0909839,C0015934
C0078442,C0030758
C0002645,C0024138
C0002644,C0040021
C4301607,C0741292
C0030072,C0401160
C0060483,C0036341
C0066700,C0549315
C4079582,C0018834
C0076891,C2981142
C0041190,C0016867
C0009214,C0581392
C0041037,C0751074
C0140610,C0151686
C1693912,C0919659
C0246904,C0035258
C2987716,C0740391
C0728747,C0238644
C0724587,C1531702
C0011701,C0022104
C0037766,C0004238
C3652644,C0018133
C4279587,C1261469
C4309207,C0003969
C0057981,C0011860
C0029309,C0032994
C0033487,C0268108
C0040341,C0040038
C0000473,C0040517
C0009905,C0549398
C1827106,C0282488
C0165032,C1282500
C0085228,C1997351
C0007404,C0239946
C0031007,C0030528
C0011479,C0011633
C0006834,C4708695
C0065834,C0030305
C0056519,C0020683
C0733758,C0221023
C0072828,C0041976
C0165032,C0002395
C0006675,C0153240
C0076080,C0392171
C0040165,C0014836
C0014479,C0014836
C1121849,C0009443
C0012582,C0085437
C0350998,C0039841
C1443650,C0546837
C0025631,C0008533
C1959590,C0036285
C3886623,C1261469
C0114875,C1260710
C0297635,C0002390
C0065841,C0007384
C2931927,C0086651
C0055775,C0011269
C0009968,C4708167
C1257954,C0001622
C1174893,C2919522
C2742587,C2717961
C0038803,C0006287
C0014432,C0038463
C0071097,C1960924
C0006376,C0011268
C0052820,C0023895
C0245519,C0600041
C0055729,C0016665
C0040613,C0026896
C1098510,C0349506
C2606637,C0206754
C2974540,C0442867
C0017628,C0268381
C0165032,C0033893
C0216231,C0034886
C0056835,C3875321
C0077163,C0242339
C0003451,C0036916
C0039468,C0001622
C0012471,C0032064
C0071809,C1112486
C0045093,C0221406
C0073631,C4302554
C0242708,C0035597
C1174995,C0032302
C3273430,C0393735
C0080356,C1868889
C0077144,C0035468
C4310578,C0023381
C0672708,C0020550
C0252643,C0242362
C4050579,C0242488
C0007557,C0014877
C0071097,C0524702
C0078836,C2960008
C1258800,C2733595
C0002697,C0035793
C0072225,C0206504
C0016351,C0152945
C4550368,C0027498
C0063041,C0000810
C0032831,C0029453
C0003286,C0038220
C0008777,C0003872
C4688584,C0087086
C0040377,C1444173
C1876229,C0856169
C0771648,C0041648
C0012702,C0152081
C4550368,C0018213
C0065295,C0007820
C0007735,C0042974
C0006931,C0012546
C0079083,C0030809
C0012288,C0036508
C0038670,C4304383
C2713632,C0039841
C0033306,C0040028
C1099677,C0011269
C4519536,C0011630
C0009074,C5192106
C0003286,C2349994
C0162745,C0042029
C0016360,C0276026
C0282386,C0021361
C0055003,C0020676
C0007551,C0005424
C0041190,C0037354
C0109002,C0007134
C2713008,C0153227
C0012132,C1142132
C0961781,C0027022
C0663351,C0008325
C0039468,C1328252
C0006982,C0392171
C1691209,C0400968
C0065841,C0011881
C4056441,C0206504
C0107497,C0948441
C0533545,C0345468
C0026088,C0338395
C0031962,C3495559
C0015879,C0042384
C0030817,C0011606
C0002697,C0029401
C0249582,C5392833
C4522682,C0276688
C3848580,C0020542
C0595726,C0026393
C5433947,C0040147
C0008405,C0206178
C0003370,C0038358
C0541746,C0019247
C0052761,C0267055
C1948068,C0917798
C3652604,C0085278
C2935023,C0033777
C0025380,C0013295
C0061323,C0153303
C0013832,C0017612
C0041044,C0473527
C0073994,C0027849
C0251504,C0036330
C0521941,C0338395
C0178601,C0733682
C0525227,C0024305
C0051511,C0221154
C3529928,C0151907
C0005578,C0040264
C0040219,C0268108
C0118168,C0003615
C2348308,C0022575
C0065152,C1260710
C1518041,C0564750
C0069709,C0442867
C0289313,C0030848
C0537270,C0041327
C0073379,C0001264
C0072768,C0020443
C4507568,C0038463
C0001041,C0042384
C0002164,C0029434
C0677829,C0019189
C0301407,C1997322
C0069610,C0040921
C0003209,C0156393
C2352806,C0398686
C0389169,C0028242
C0597573,C0278996
C0030350,C0031154
C1453933,C0472713
C1516119,C0276088
C0005100,C0006118
C0756085,C0029118
C0057916,C0559470
C0000473,C0032302
C0085272,C1997351
C0055021,C0349734
C0286738,C0234978
C0035661,C0232940
C0138273,C0276587
C0025624,C0271152
C0073371,C0027404
C0023570,C0028242
C0024808,C0014175
C3273711,C0002994
C0032334,C0026948
C0027348,C0022568
C3713906,C0025323
C0030350,C0030807
C1739462,C0032302
C2713008,C0002871
C0014708,C0020445
C1872203,C0011630
C0216231,C0039082
C2607886,C0035204
C0000983,C0022568
C0597573,C0023886
C0000981,C0033687
C0037556,C0393819
C2699709,C0854211
C0066535,C0025306
C0004599,C1961099
C0243192,C0040460
C3179535,C0041341
C0754188,C0040034
C0006674,C0349790
C0015137,C0023786
C0001655,C0034069
C0052585,C0023827
C0995188,C0392190
C1678805,C0029453
C0034392,C0001175
C0025887,C0006111
C0092801,C0401149
C0043491,C0730285
C0728803,C1276801
C0003374,C0042487
C0065870,C1261473
C1172636,C0001511
C4055433,C0276228
C0017890,C0231528
C0013547,C0020479
C1135132,C0018889
C1831828,C0033687
C1456408,C0039128
C4519199,C0019348
C0289779,C0041909
C0724587,C2316460
C0015620,C0022660
C3896940,C4303663
C2926735,C0028242
C0286079,C0011606
C0537270,C0520676
C3255208,C0041648
C0666079,C0242584
C0066685,C0038218
C0073371,C0026705
C1306772,C0339170
C3653189,C0412850
