SUBJECT_CUI,OBJECT_CUI
C0014987,C0917799
C1144403,C0029077
C0055904,C0263678
C1172734,C0039614
C0146011,C0041318
C0060277,C0577709
C0074568,C0275555
C0376541|2056,C0016204
C0032911,C0040517
C0048038,C0027873
C1138226,C0004364
C0025241,C0038358
C0038880,C0027497
C0033228,C0006111
C0003596,C0259799
C3266849,C0018190
C0078839,C0039263
C0014025,C0262380
C0016384,C0040460
C0016299,C0042345
C2828299,C0234925
C0023972,C0746102
C3529928,C0004245
C2000088,C0011848
C2606556,C0085074
C0913246,C0520679
C0076195,C0152081
C0007047,C0271650
C0064870,C0015230
C0540776,C0151744
C0017642,C0014549
C0600296,C0025281
C0042845,C0023885
C0017132,C0016204
C0053792,C0276089
C0916062,C0023283
C1831796,C0011854
C3502471,C0008354
C2351042,C0016867
C2364481,C1288351
C0030956,C0032302
C0216660,C0011334
C3818700,C0220756
C0055461,C0035435
C0042291,C2349994
C3273754,C0003962
C0007554,C0743332
C0074676,C0234925
C1313052,C0149911
C0024056,C0030446
C0003524,C0151740
C1520059,C2242472
C3896714,C3839346
C0016365,C0015967
C2698280,C0035222
C1435444,C0877445
C0058415,C0009766
C0060240,C0878773
C0074757,C0573789
C0728747,C0027721
C0026056,C0149721
C1512474,C0154301
C4301607,C0029134
C0012963,C0021092
C0531104,C0014553
C0123163,C0019151
C1882138,C0220987
C0013618,C0270458
C0971579,C0264714
C0021641|3630,C0151714
C0011015,C0032897
C0037533,C0343467
C0008777,C0549315
C0126774,C0024534
C0042402,C1562543
C0068314,C0524910
C1718383,C0020649
C0039736,C0026948
C0033567,C0010068
C0030873,C0027092
C0724587,C0577690
C0042971,C0020473
C0025217,C0149985
C0042105,C0206062
C0062941,C0152967
C0008293,C0346993
C4694272,C0023381
C0053523,C0007117
C4519232,C0024536
C0017718,C0275550
C1700730,C0751434
C0038722,C4687714
C0033308,C0003811
C0962603,C0018889
C0013036,C0002986
C0012319,C0151740
C1615657,C3854116
C0543448,C0153256
C0068006,C0085083
C4519537,C0001264
C0165032,C0007780
C0047506,C0152964
C2742797,C0343401
C0008296,C0025281
C0796392,C0043121
C0027348,C0398623
C0032825,C0020476
C0218986,C0558595
C1098510,C0031511
C0031453,C1145670
C4301236,C0037274
C0022616,C0276725
C0209211,C0034902
C0056391,C0029401
C0060277,C0339507
C0145106,C0008049
C1742789,C0006118
C0531104,C1168250
C0057610,C0023646
C0065199,C0242855
C0026088,C0014869
C1268551,C0238198
C1373120,C0085437
C0022487,C0398775
C0022322,C0085436
C0078811,C0948008
C0026088,C0006057
C2698706,C0014733
C0006405,C0037769
C1516119,C0002792
C0030092,C0022548
C0165312,C4303663
C4482908,C0006060
C0025042,C0080203
C4726799,C0243002
C0055467,C0238298
C0262964,C0019360
C0795712,C0006848
C1700874,C0401160
C0022209,C0032064
C0072865,C1275687
C0025659,C0035468
C0030830,C0678222
C0006863,C0022568
C0035100|5972,C0423775
C1531015,C1536220
C0041031,C0040021
C0064079,C0010674
C1699926,C0741292
C0042291,C0041296
C0010467,C0025323
C0055467,C0030848
C2983812,C0867389
C0025380,C0406482
C0527379,C0458219
C2001271,C1720498
C0007559,C0019088
C0025387,C0021400
C0074757,C0031099
C0085379,C0150055
C0008806,C0027726
C0041031,C4076057
C0012702,C1269831
C1313052,C0338396
C0281581,C0020619
C0915142,C0746102
C0007541,C0149931
C0297635,C0011581
C0033229,C0034902
C1306772,C0151317
C0032601,C3875321
C0006230,C0155862
C0540776,C0020473
C4541383,C3495559
C0072225,C0339296
C1831828,C0018190
C1260208,C0015967
C0013162,C0242459
C0060180,C0392618
C0914729,C0153195
C4307886,C0349734
C0006864,C0268108
C0043491,C0155814
C0065879,C0392784
C0016375,C0392618
C0065832,C1720538
C0771040,C0036262
C0066522,C0349790
C0050175,C0009443
C0114771,C0030567
C0075504,C0263678
C0282556,C0019693
C0128513,C0039263
C3490329,C0011633
C0966107,C0342985
C0075432,C0021603
C0042665,C0276926
C0002403,C0149725
C1579410,C0029106
C0031392,C0349464
C0872285,C0015934
C2343853,C0043388
C0045212,C0241961
C0033493,C0311375
C3852920,C0002395
C0534301,C0040560
C2742587,C0009319
C0055904,C0010690
C0092777,C0338908
C0060282,C0271051
C0772056,C0032285
C1611934,C0020476
C0012306,C1562585
C0063841,C0002888
C0041037,C0001403
C2001867,C0043037
C0298067,C0041648
C3864824,C0023968
C0017245,C0043037
C0085149,C0020502
C0022949,C0085278
C0007560,C0085610
C0015121,C0085278
C0004599,C0751495
C4310440,C0027498
C4317155,C0406317
C1567753,C0022951
C0007299,C0393764
C4045511,C0020479
C0025741,C0151686
C0936150,C0014550
C0123163,C1321756
C0066535,C0018190
C0069392,C0086445
C1135135,C0022570
C0023607,C1510471
C4086553,C0027404
C0019134,C0235950
C0377336,C0013369
C4309207,C0043116
C0246421,C0578870
C0246904,C0343804
C0965618,C0271561
C0055477,C1292758
C0060501,C1276092
C0103049,C0035021
C0012191,C0030201
C0092777,C0271650
C0016365,C0700053
C0018312,C0000810
C1136535,C0553662
C0069454,C0339296
C0064263,C0220989
C0766108,C0243002
C2713632,C0022661
C0025659,C0423234
C1276807,C0600177
C0103049,C0009773
C0011816,C0032269
C0008736,C1263846
C0012694,C0016436
C0732165|6750,C1261473
C4301236,C0085656
C5433947,C0275979
C0060825,C0024790
C0003392,C0442867
C0005311,C0010380
C0534301,C0409818
C1570906,C0856695
C3854019,C0268821
C0073601,C0030446
C0001641,C0153303
C1268567,C0021775
C3700399,C0010340
C0772394,C0023968
C1276807,C0040592
C0003166,C0035439
C0143083,C0520767
C0030080,C0041321
C4079805,C0080203
C0254119,C0026764
C0717670,C0020542
C0033511,C0152081
C1615657,C0024198
C1609931,C0243001
C0733796,C1565489
C0007404,C0022073
C0038742,C0572583
C0016368,C0524662
C0596087,C0269285
C0023566,C0024198
C0038745,C0014358
C0050066,C0345468
C0068314,C0020428
C0015840,C0041341
C0058379,C1384606
C0031444,C0677659
C4317155,C0276535
C0006711,C0030201
C3851350,C0275804
C0025840,C0002736
C0031957,C0014179
C0071304,C0023290
C2001867,C1704431
C0008425,C0011268
C0016327,C0234133
C0379135,C0000809
C4519728,C1096562
C0031962,C0042963
C0034272,C0281361
C0126177,C0001957
C0065879,C0020459
C0146011,C0267167
C0753678,C0079487
C0218640,C0730285
C1532225,C0040558
C0016410,C0854248
C0733758,C0034734
C1135132,C0026764
C0065831,C0040553
C0053523,C0011269
C0121902,C0022081
C0066522,C0029408
C1098261,C0948265
C0040989,C0019069
C0011785,C4040491
C0254211,C0585362
C3853839,C0025306
C0012381,C0549398
C0001911,C0009319
C2352806,C0243001
C0068475,C0238425
C0074393,C0022660
C0069717,C0149516
C3852841,C0740447
C0772501,C0005716
C4279587,C0343065
C0173083,C0002103
C0244404,C0017601
C1445578,C3163805
C2931927,C0020635
C0042665,C0004031
C0055856,C0025202
C0262964,C1283620
C0026259,C0175167
C0062103,C0393819
C0076115,C0348868
C3700399,C0010200
C0006699,C0341823
C0249458,C0042963
C0030350,C0016034
C0069392,C0340970
C0040108,C0268381
C0032912,C0745138
C2983838,C0342257
C1337242,C0153594
C0000970,C0006434
C0081876,C0398686
C0753287,C0025293
C2713632,C0152973
C0033306,C0349506
C0038766,C1960870
C0106291,C0085682
C2698371,C2887096
C0082607,C0151714
C0772241,C0014869
C0005301,C0007102
C0039736,C0002382
C0021186,C0153227
C2351042,C3661933
C0025840,C0264515
C0012472,C0520676
C0286651,C0855112
C0026088,C0085656
C0065152,C1260880
C0243192,C0020635
C0008318,C1273489
C0051923,C0152020
C2931927,C0019829
C3711911,C0349543
C0033798,C0023827
C1739768,C0220756
C0048044,C0150055
C2183766,C0862889
C0051150,C0022577
C1130428,C0023052
C0061938,C0405580
C0297635,C0018190
C0982327,C2267231
C0058978,C0235950
C0963839,C0080203
C0002199,C0238462
C3661274,C5392833
C0058389,C0348898
C0795635,C0018790
C0074393,C0034186
C0055729,C0421162
C0064585,C0014549
C0281581,C0032371
C4049065,C0040188
C0013983,C0004943
C0056732,C0152081
C1512474,C0008533
C0015491,C0038463
C0070585,C0018799
C1136535,C0021311
C1176306,C0002892
C0081408,C0600260
C0002502,C0024419
C1541483,C0395818
C0011276,C0155626
C0060501,C0027145
C0600296,C0238217
C0033568,C0023343
C0065295,C0039240
C0056562,C0085606
C0017887,C0018834
C3652612,C1283620
C0018061,C0002736
C0906166,C0040156
C3537192,C0028242
C0289313,C0553580
C0040372,C0026705
C0009137,C0030590
C0042397,C0022658
C1881172,C0014544
C0025497,C3839346
C0017887,C0155860
C0008183,C0152499
C1873633,C0276085
C0058831,C0581377
C0961965,C0040954
C0020273,C1303258
C1176306,C0035439
C0007158,C0010690
C0074757,C0028326
C0042874,C0577690
C0034283,C0080274
C0717550,C1960925
C0595267,C0086227
C0000946,C4302554
C2713632,C0271561
C1831808,C0262399
C0117996,C0009773
C0009002,C0751495
C0066522,C0034067
C0003158,C0546837
C1619966,C1290884
C2825462,C0085278
C0015840,C1290159
C0018305,C0276085
C0084572,C0398650
C0296800,C0339296
C0035525,C0409818
C0040845,C0343337
C0054201,C0747256
C4078701,C0026603
C0005013,C0042029
C0033567,C0151940
C0060203,C0006846
C0038702,C0013395
C0961965,C2349530
C0013036,C0263283
C3489575,C0456103
C0129022,C0029434
C0040864,C0042345
C0003364,C0035412
C0054235,C0023817
C0032831,C0236830
C0085173,C1142420
C0038148,C0005283
C5139788,C0153196
C1130428,C0238061
C0302583,C0007820
C0028158,C0026705
C2347624,C0340354
C0039607,C0149782
C0032483,C2239176
C0117996,C0011633
C3852684,C0037036
C4301781,C0019163
C2607750,C0007193
C0103049,C1261469
C0028053,C0276089
C0020261,C0042135
C0048306,C0025294
C0657912,C0037036
C0022616,C1960870
C0037135,C0038160
C0143083,C0026857
C1507354,C0011636
C0023992,C0034494
C0039840,C0159020
C0025826,C0018099
C0009137,C0270327
C0024730,C0001206
C0016245,C0005940
C0216784,C0014488
C0009905,C0023467
C3652978,C1336827
C0060580,C0036330
C0051556,C1541061
C0600901,C0392618
C0012963,C2936781
C2825622,C0030758
C0008290,C0275842
C0023972,C0036205
C0076195,C2960008
C0003015,C0003125
C1705480,C0024440
C3852684,C0577709
C1718383,C0031511
C0068897,C0007384
C0915142,C0334634
C3853839,C0343804
C2973895,C0745136
C0302210,C0014836
C0009002,C0006840
C0008168,C0678222
C2926735,C0010691
C4224790,C0085394
C0001465,C0026948
C0042211,C0042373
C0057678,C0004626
C0003241,C0023895
C0026549,C0238052
C0003639,C0007137
C0042397,C1565489
C0249458,C0679225
C1136254,C0007194
C0083701,C0162810
C0770343,C0030785
C4505511,C0860594
C0014921,C0035243
C0074554,C0684256
C0085217,C1275126
C0005116,C0036980
C0011182,C0267436
C4310578,C0002874
C0055003,C0009768
C0050405,C0017574
C0076195,C1142420
C0165032,C0573789
C0872285,C0003175
C1997549,C0276758
C0537147,C1504336
C0358591,C1328252
C5435024,C0035235
C0167117,C1269831
C0008273,C1868889
C0028193,C0001206
C0028005,C0004364
C0257685,C0024198
C0017642,C0040185
C0062941,C0401149
C0303029,C1290886
C0002641,C0524688
C0066418,C0233794
C0009026,C0919659
C0007047,C0275566
C0026256,C0011991
C0006359,C0011848
C0302609,C0271623
C0069717,C0085610
C0027348,C0032371
C1876200,C0153290
C0257190,C1959799
C4317244,C0035579
C0030557,C0020541
C0059690,C0042974
C0909839,C0271066
C0023586,C0017531
C0008281,C0850149
C0008290,C0588233
C0060483,C0023449
C0025760,C0029456
C0085259,C0001511
C0046948,C0221074
C0063322,C0158371
C0023586,C0155866
C0052762,C0268821
C0123677,C0027927
C0003440,C0027497
C0533545,C0026948
C4301781,C1720538
C0078794,C2316212
C0126789,C0740447
C0175022,C0032285
C3818721,C0342634
C0220821,C0025007
C0002520,C0039841
C0674432,C0029408
C1456821,C0409959
C0108121,C4076057
C0068897,C1704431
C2825462,C0520775
C0700599,C0079744
C0037766,C0269050
C0039955,C0014553
C0042670,C0867389
C0244821,C0006111
C0042679,C0040921
C0301407,C0393760
C1530889,C0276754
C0075432,C0021670
C0005320,C0003868
C0064906,C0010340
C0003286,C0021390
C0543448,C0022408
C0076295,C0275794
C0005320,C0392164
C0038326,C0566602
C2826065,C0036341
C0657912,C0030636
C0031979,C0023283
C0877860,C0423775
C0033215,C0585362
C0002333,C0456103
C0039607,C1827301
C0016298,C0349790
C0003639,C1800706
C4055417,C0001261
C0028833,C0039685
C0074769,C0003811
C0069760,C0036130
C2607750,C1868889
C1620287,C0265110
C0066700,C0024449
C0061330,C0278139
C0060231,C0036285
C0065879,C0011848
C1443923,C0016034
C0031453,C0085083
C0040125,C0152965
C0286402,C0238080
C4078709,C2267227
C1145759,C3854116
C0028157,C0022575
C0013832,C0011616
C0038742,C1827266
C1135135,C2887096
C0020268,C0153193
C0060504,C0036992
C0031862,C0022568
C0021246,C0019342
C3181682,C0234978
C0753645,C1283620
C0055723,C0085652
C0006949,C0948265
C0081787,C0031511
C0143083,C0872054
C0033511,C0238217
C0072225,C0009770
C3489764,C1692886
C0717900,C1140680
C0020616,C1306632
C0108938,C0234925
C0060501,C0028242
C0031923,C0261439
C0030873,C0153254
C0754647,C0276725
C0110462,C0398686
C0242896,C0151940
C0008803,C0030201
C0728803,C0334634
C0007551,C0149922
C0000956,C0033775
C0076195,C0020619
C0615823,C0152945
C0388753,C0398775
C0012525,C0040553
C2347624,C0033581
C2697961,C0041296
C0672663,C0577709
C1882138,C0032914
C0123043,C0017612
C0005311,C0234133
C0008996,C0040517
C0117996,C1319317
C1718097,C1565489
C1609931,C0395818
C0001443,C0004945
C0039871,C1960870
C0001962,C0398650
C0041098,C0020550
C4305843,C0035435
C0526058,C0275761
C0025631,C0270549
C0016282,C0023860
C0024977,C0029458
C1611640,C3854116
C0771957,C1142276
C0126774,C0023269
C0020740,C0036205
C0796392,C0153196
C0296800,C2973725
C2742587,C0849907
C0165631,C0041952
C0012802,C0007193
C0028126,C0238198
C0055477,C0014358
C0039644,C1997728
C2713632,C0009443
C2721771,C0020476
C1313052,C0396072
C0017132,C0021400
C1696547,C0401160
C0025746,C0035793
C0065295,C0015967
C0036516,C0009450
C0028978,C0003811
C2348241,C0917798
C0060234,C0032024
C0006681,C0023786
C0032950,C0037299
C0020336,C0011880
C0966107,C0392618
C0253563,C0035793
C0052762,C0013390
C0059714,C0038220
C0164155,C0276085
C4279587,C0029076
C0872913,C0010481
C3652561,C1960764
C0024977,C0149871
C4043954,C0276064
C1693912,C0376358
C0071132,C1112709
C3657270,C0040034
C0172827,C0023524
C0016343,C0008513
C2980094,C0261486
C0073096,C0027092
C0005099,C0006271
C0077274,C0234974
C3273827,C0423775
C0248719,C0026847
C0216971,C0002170
C0010583,C0020179
C0288171,C0041364
C0766108,C0010308
C0010976,C0020476
C0209315,C0242855
C0037494,C0011881
C4330502,C0032987
C0023791,C0003467
C0003360,C0700359
C1562292,C0019196
C0016384,C0024291
C0600901,C3875321
C0043603,C0023467
C4482908,C0524662
C0038710,C0006840
C0008286,C1328252
C3179535,C0520777
C0058056,C0034063
C1876226,C0024449
C0055477,C1704272
C1948374,C0004352
C0005116,C0007787
C0754659,C0151907
C0142825,C0003125
C0010582,C0231403
C0076840,C0016167
C0092801,C0034012
C0027329,C0041296
C2699179,C0019202
C0279175,C1274321
C0007077,C1261469
C0009262,C1263758
C0052430,C0008370
C0066805,C1290159
C0016383,C0376358
C0718495,C0238080
C0068992,C0398686
C2980094,C0341439
C0006644,C0033975
C4519323,C0079773
C0022059,C0153594
C0060180,C0149922
C0040233,C0338396
C0010523,C1336827
C2934193,C0024440
C0010347,C0031157
C0053881,C1561828
C0029105,C0600142
C4310578,C0154830
C0038792,C0033246
C0054094,C0032994
C0054340,C1274355
C0073917,C0005699
C0032623,C0398775
C0052865,C0033038
C0036078,C1504336
C0915142,C0020598
C2980091,C0003125
C4055380,C0014518
C0002006,C0024537
C0025023,C0032460
C1532225,C0001206
C0002607,C0016436
C0886658,C0267055
C4049065,C0020501
C3885145,C0037195
C0025506,C0151908
C0532578,C4275067
C0128513,C0040558
C0393080,C1384514
C1872109,C0039082
C0025219,C0423673
C0001927,C1283620
C0123043,C1960925
C2607479,C0030305
C0023586,C0872054
C1566537,C0588233
C0672708,C0041472
C3491974,C0275982
C0724587,C0153594
C0027302,C0917798
C0013232,C0156543
C0061938,C0001824
C3491974,C0152967
C0753645,C1321482
C0006405,C0221013
C0052585,C0348898
C0008405,C0011991
C0013023,C0152967
C0107497,C0085253
C0016245,C0235063
C0010711,C0007102
C0527129,C0238052
C4706204,C0262399
C0533545,C0032290
C2607750,C0035220
C4310440,C0206504
C4507568,C0085580
C0028741,C0027051
C0050451,C0040558
C0051113,C0553662
C0718050,C0018889
C1579373,C0038157
C0719064,C1319317
C4307886,C0000786
C0026234,C1561643
C0069776,C0259799
C4550350,C1275126
C0017797,C0342882
C3885145,C0017665
C0246719,C0020474
C3896714,C0036421
C0054040,C3874358
C2316164,C0276587
C0249458,C0206141
C0019139,C0032749
C0026549,C1719906
C4727763,C3698411
C0379200,C0000809
C0165590,C0001824
C1120386,C3536984
C0062076,C0003469
C0024476,C0149925
C4547776,C0221013
C0146224,C0264714
C2746078,C0006277
C1721377,C0242459
C0002475,C0020550
C0006979,C0019061
C4056439,C0376358
C4519273,C0275761
C0037508,C0041648
C0017132,C0237963
C0068475,C0027708
C2698291,C0870082
C0042313,C0035793
C1700683,C3163829
C0301373,C0020459
C0001046,C0155749
C2974521,C0153303
C0031507,C0153240
C0009262,C0751495
C0038689,C1274470
C0071809,C0595921
C1567130,C0022548
C0042523,C0457949
C0009316,C0162627
C1872109,C0008354
C0060501,C0162565
C0042971,C0376175
C0025625,C0412850
C0066624,C1140680
C3652632,C0151908
C0937851,C0686347
C0038326,C0006277
C0001268,C0038525
C1541483,C0030567
C0663182,C0236780
C0027324,C0152964
C4033447,C1761609
C0906166,C0854328
C0851344,C0041473
C0074757,C0268108
C0246631,C0024117
C0075429,C0401160
C0074769,C0267509
C0040193,C0019357
C0081787,C0002831
C2825622,C0029882
C0012544,C4275067
C2743630,C0282193
C0591251,C0016053
C1142738,C0850624
C3541367,C1536220
C2698291,C0019247
C0171302,C1336827
C0108121,C0030590
C1169997,C0259799
C0937932,C0153196
C0149368,C0014877
C3489682,C1275126
C0073379,C1275684
C0006674,C0276587
C0038702,C0341823
C0055014,C0032460
C0165921,C0278987
C0031990,C0011581
C0907850,C0339573
C1268567,C0153240
C4317155,C2919522
C0037135,C4708088
C0060389,C0029882
C0011817,C0272199
C0076107,C0009186
C0028735,C0034186
C1516119,C0013238
C0301304,C0023443
C0595267,C0729524
C3502652,C0233794
C0075007,C0341697
C0073085,C0151970
C1739768,C1527336
C0023413,C0149931
C0012201,C0042384
C0025854,C0149721
C0043822,C0038437
C0108938,C0270458
C2980074,C0008354
C0065162,C0026603
C0062092,C0025295
C4277781,C0751122
C4519229,C0020538
C0021734,C0034362
C5139819,C0006057
C4682397,C0041408
C0281351,C0037383
C0663655,C0037274
C2975435,C0272325
C0010927,C0271152
C0025859,C0745138
C3852671,C0152499
C0030040,C0020619
C4726929,C0023449
C0028066,C0022573
C0915142,C0342527
C0753678,C0005586
C0021658,C0730274
C0027235,C0032269
C0007077,C0677607
C0005038,C0023817
C0030092,C0158266
C0055891,C0002103
C0012798,C0152946
C0051556,C0042769
C0030071,C0339293
C3181682,C0026393
C0036581,C1142276
C1831905,C0027708
C0126177,C0268381
C0019588,C0339933
C4548848,C0013238
C0015980|3439,C0085437
C0058389,C0013882
C4524703,C0206754
C0085297,C0014544
C3713057,C0149931
C0027866,C0392445
C0011892,C1260880
C0069454,C0008370
C0021081,C0850624
C0031444,C0238452
C0165631,C1269831
C0050558,C0546999
C0525005,C0085631
C0041086,C0152973
C0108111,C0001206
C0216231,C0042900
C1176329,C1306835
C0009968,C0014877
C0527038,C0020502
C0063841,C2717961
C0078794,C0263338
C0085251,C0039263
C2917359,C0267919
C0032825,C0013428
C0019588,C0026896
C0024472,C0022735
C0759933,C0152965
C0004320,C0042376
C0001465,C0021359
C0028053,C0700345
C5222004,C0027609
C0015824,C0004610
C0056562,C0014550
C2746078,C0741292
C0013618,C0156393
C0245514,C0341823
C0090306,C0028043
C4726799,C0011860
C0040233,C0002418
C3852671,C1272017
C2919267,C0085631
C0041031,C0152965
C0073601,C0023646
C0081408,C4708088
C0252643,C0016627
C0005013,C0949690
C1619962,C0023886
C0242913,C0677659
C2742587,C0600142
C0060231,C0043117
C0013227,C0684256
C3852938,C0275556
C0048044,C0401160
C2743630,C1384606
C0016367,C0042998
C0003241,C0027497
C0008281,C1303258
C0052761,C0206525
C0937950,C0029104
C0378466,C0020542
C0058389,C0268821
C1721377,C0153594
C0021081,C0035328
C0877860,C0278152
C2700226,C0400877
C3657824,C2316304
C0012968,C0035439
C3854019,C4708695
C0050461,C0701163
C0048038,C0036508
C1456821,C0520777
C0069590,C0023467
C4279743,C0042998
C0008174,C0019088
C0037663,C0020443
C0001551,C1260899
C1876229,C1260915
C0032831,C0010346
C0728747,C0023827
C0065831,C0020443
C0001644,C0026948
C0027302,C0024291
C3713860,C0022577
C1700730,C0027092
C0015824,C0007138
C2974521,C0153254
C0003402,C0015934
C0030557,C0151449
C4519537,C4302554
C0728747,C0751074
C0074391,C0573789
C0003445,C0006114
C3273807,C0221013
C4043954,C0011880
C0009214,C0948441
C0025760,C0158996
C1508750,C0041408
C0025376,C1260915
C0012525,C0023817
C0015689,C0019156
C0055897,C0153195
C0296800,C0153254
C0027329,C0152253
C0130137,C0020473
C0027360,C0042133
C0068700,C0014549
C0021641|3630,C0014877
C0008273,C0878773
C2980074,C0020649
C0220578,C0596170
C0300205,C0867389
C2353244,C2981142
C0061863,C0034186
C0147037,C0022568
C0055477,C0497327
C0065865,C0234974
C0020404,C0017661
C0058445,C0264115
C0107497,C0700053
C0279175,C0027609
C0024730,C1112486
C0018927,C0003615
C0039865,C0006114
C0608826,C0011849
C5139890,C0235329
C0077089,C0042963
C1675326,C0020501
C3713057,C0020630
C4542175,C0022408
C0008405,C0149871
C3713906,C0004030
C0772056,C0149931
C0007554,C0042548
C0757422,C0000809
C0282556,C0002986
C2351042,C0013390
C0078844,C0242459
C0066411,C0339498
C0732165|6750,C0233485
C0010711,C0086445
C0004057,C0264714
C0142825,C0040028
C0017132,C0039240
C0032613,C0035086
C0301366,C0003950
C0071836,C1112709
C0006388,C2349261
C0076829,C0009806
C0915142,C1608973
C0675175,C0010032
C0025598,C0014869
C0218986,C1260710
C0302583,C0011636
C1271481,C0000810
C0013015,C0025202
C0007299,C0035435
C0007546,C0021167
C0016299,C1274988
C0033254,C0013384
C1257954,C0442874
C1113707,C0013384
C0025598,C0741292
C4726765,C0018099
C3714499,C0276758
C0015133,C0153195
C0208216,C0005940
C4724806,C0034186
C0077081,C0034012
C0008290,C1562430
C0732165,C0008677
C4080052,C0151940
C2983812,C0349464
C0012968,C0877445
C0072315,C0018799
C0077144,C0221074
C4043954,C0035436
C0060180,C0278152
C0524095,C0243002
C0003191,C0267176
C1507354,C2931187
C1456409,C0017574
C0013065,C0043515
C0041249,C1277187
C0070895,C0000809
C0012086,C0020503
C1956280,C4721209
C0006359,C0751495
C0027360,C0010823
C0077004,C0019151
C0247025,C1997351
C0068485,C0008311
C0301527,C0026718
C0065175,C0406326
C0040879,C0276755
C0002007,C0014752
C3886073,C0002395
C0007080,C0275804
C1506770,C0242379
C0771221,C0155860
C0023570,C0020474
C0017066,C0033687
C0041037,C0339293
C0037111,C1562543
C5435024,C0339143
C2973895,C0155213
C1142985,C1444173
C0063041,C0153027
C0048897,C0234925
C0003968,C0085166
C0041190,C0028043
C2001867,C0342907
C0036071,C0041976
C0077089,C0029401
C0078442,C0029442
C0073085,C0232058
C0178601,C0032269
C0042105,C0031157
C4055380,C0221032
C0025023,C0152973
C0011812,C0151636
C3490329,C0020538
C0063041,C0035243
C0051241,C0019158
C2986924,C0006142
C1456408,C0011847
C0009279,C0035854
C1258800,C1336827
C0006644,C0025218
C0077539,C0023281
C4064080,C0406526
C1700730,C0392618
C0026056,C0221154
C0937917,C0553576
C0026187,C0348898
C0016278,C0011882
C0053091,C0022354
C0051241,C0274726
C0042071,C0085159
C0031392,C0029453
C0018305,C0342907
C0010980,C0740441
C0025380,C0153685
C2975435,C0343337
C0065152,C0272325
C0165631,C0948008
C0663182,C0029076
C3179549,C0023786
C0025033,C0281361
C0257685,C0031946
C0303029,C0035235
C0017890,C0003862
C0055895,C0338437
C2825721,C0009450
C0003195,C5392833
C4740904,C0011608
C0772394,C0020651
C0035339,C0042024
C0018026,C0030920
C0056732,C0346974
C0040374,C0004610
C0032334,C0041227
C0962603,C0026705
C0070525,C1142132
C0031935,C0025202
C0717758,C0236663
C0008221,C1269683
C0002600,C0001144
C2745274,C0042870
C0003524,C1827687
C0029994,C0019151
C4519167,C0034734
C0368663,C0242488
C0001937,C0020626
C0969324,C0751074
C0031955,C0079773
C1176308,C0040264
C0033447,C0018790
C0360172,C4543165
C3501358,C0019348
C0032483,C0042514
C0002006,C0030757
C0053526,C0011644
C0003241,C0178416
C0012384,C0026393
C0041038,C0035220
C0753287,C0020474
C4519317,C0038218
C0013084,C2349261
C0026187,C0006114
C0206255,C0006114
C0002007,C0020626
C0025386,C0156393
C0041479,C0041227
C0021186,C0741292
C0028073,C1444855
C0003209,C0272285
C0210630,C0276085
C0028741,C0751362
C0037556,C0024530
C2935023,C0271932
C0025810,C0242383
C0007974,C0029878
C0060135,C0007384
C0718043,C0242339
C0032594,C0559470
C0965618,C0019655
C0064987,C0577690
C0359086,C0206525
C0025376,C1527407
C2930762,C0020502
C0070093,C0178416
C3272344,C0268124
C0165032,C0019187
C0077144,C0235329
C1881129,C0206754
C0060231,C0036916
C0015505,C0036130
C4547051,C0005424
C0074714,C0276755
C0072768,C0740394
C0043047,C0729524
C0038702,C0011633
C0008405,C0032797
C0053799,C0009088
C0033215,C2960008
C1882138,C1608973
C0069760,C0275979
C0041037,C0014173
C0718495,C0026847
C3179547,C0023343
C2975435,C0153289
C0851342,C0155866
C2353951,C0741292
C2000261,C0152072
C0003370,C0024291
C0754659,C0162568
C0048306,C0042133
C2930789,C0272230
C0004599,C3536984
C0023586,C0854328
C0014963,C0036916
C0015840,C0421162
C0009262,C0282488
C1098510,C1959799
C0246415,C0019357
C0301527,C0002880
C0015837,C0154301
C1566537,C0016053
C0014964,C0558595
C0246689,C0040156
C0048897,C1306632
C0077857,C2894027
C4084478,C0917801
C0043606,C2316460
C2983945,C1827687
C0076181,C0030758
C4519229,C0342827
C0022635,C0348898
C0663351,C0019348
C0535459,C1318543
C0663351,C0013390
C1675326,C3661933
C0540776,C0152936
C0064871,C0003962
C4505511,C0276226
C2933912,C0035258
C0903898,C0017609
C0040377,C0221765
C0108139,C0405580
C0038722,C0343065
C1567130,C0043352
C4055417,C0238217
C1330622,C0339498
C0005070,C0016627
C0085217,C0004623
C2001856,C0005587
C1831731,C0019147
C0059772,C0238462
C0077857,C1142276
C0034261,C0042135
C0030557,C0010308
C4018471,C0162565
C1739768,C0004245
C1321596,C0235480
C0010192,C0003125
C0936150,C1318559
C2183766,C0019202
C0044401,C0019061
C1699926,C0162627
C3885063,C0024536
C1705480,C0042029
C2976303,C1261256
C4522682,C0001511
C0008809,C0030785
C0055775,C0025293
C0005013,C1444173
C0055904,C0001126
C0031923,C0000880
C0304509,C0041952
C0005304,C0221765
C3659310,C0275982
C0017797,C0948265
C0055467,C0007138
C1831796,C0085631
C0081876,C0030809
C4694273,C1269683
C0013983,C0010709
C0070709,C0020615
C0025893,C0152253
C0048808,C0339959
C0074676,C0033775
C0007080,C0162810
C0033229,C0014488
C1176415,C4543165
C0025603,C0085606
C0038326,C0001125
